date_game,time_game,visitor_team_name,visitor_goals,home_team_name,home_goals,overtimes,attendance,game_duration,game_remarks,is_playoff_game_flag,season
2008-03-01,,Los Angeles Kings,2.0,Colorado Avalanche,5.0,,"18,007",,,0,2008
2008-03-01,,Nashville Predators,3.0,Dallas Stars,1.0,,"18,584",,,0,2008
2008-03-01,,New Jersey Devils,1.0,Montreal Canadiens,2.0,,"21,273",,,0,2008
2008-03-01,,Philadelphia Flyers,4.0,New York Islanders,1.0,,"15,136",,,0,2008
2008-03-01,,Pittsburgh Penguins,4.0,Ottawa Senators,5.0,,"20,153",,,0,2008
2008-03-01,,Calgary Flames,3.0,Phoenix Coyotes,1.0,,"17,529",,,0,2008
2008-03-01,,San Jose Sharks,2.0,St. Louis Blues,0.0,,"19,150",,,0,2008
2008-03-01,,Toronto Maple Leafs,3.0,Washington Capitals,2.0,,"18,277",,,0,2008
2008-03-02,,Detroit Red Wings,4.0,Buffalo Sabres,2.0,,"18,690",,,0,2008
2008-03-02,,Vancouver Canucks,1.0,Chicago Blackhawks,4.0,,"19,670",,,0,2008
2008-03-02,,Columbus Blue Jackets,3.0,Edmonton Oilers,4.0,SO,"16,839",,,0,2008
2008-03-02,,Los Angeles Kings,1.0,Minnesota Wild,2.0,OT,"18,568",,,0,2008
2008-03-02,,Florida Panthers,1.0,New York Islanders,0.0,,"15,314",,,0,2008
2008-03-02,,Philadelphia Flyers,4.0,New York Rangers,5.0,SO,"18,200",,,0,2008
2008-03-02,,Atlanta Thrashers,2.0,Pittsburgh Penguins,3.0,SO,"17,132",,,0,2008
2008-03-03,,Ottawa Senators,1.0,Anaheim Ducks,3.0,,"17,174",,,0,2008
2008-03-03,,Montreal Canadiens,4.0,San Jose Sharks,6.0,,"17,496",,,0,2008
2008-03-03,,Boston Bruins,2.0,Washington Capitals,10.0,,"17,189",,,0,2008
2008-03-04,,Florida Panthers,1.0,Boston Bruins,0.0,OT,"14,473",,,0,2008
2008-03-04,,Columbus Blue Jackets,0.0,Calgary Flames,1.0,,"19,289",,,0,2008
2008-03-04,,Vancouver Canucks,1.0,Colorado Avalanche,2.0,,"17,621",,,0,2008
2008-03-04,,Nashville Predators,5.0,Edmonton Oilers,1.0,,"16,839",,,0,2008
2008-03-04,,Chicago Blackhawks,4.0,Minnesota Wild,2.0,,"18,568",,,0,2008
2008-03-04,,New York Islanders,4.0,New York Rangers,3.0,SO,"18,200",,,0,2008
2008-03-04,,Buffalo Sabres,5.0,Philadelphia Flyers,2.0,,"19,516",,,0,2008
2008-03-04,,Los Angeles Kings,2.0,St. Louis Blues,3.0,,"14,973",,,0,2008
2008-03-04,,Pittsburgh Penguins,2.0,Tampa Bay Lightning,0.0,,"19,206",,,0,2008
2008-03-04,,New Jersey Devils,4.0,Toronto Maple Leafs,1.0,,"19,507",,,0,2008
2008-03-05,,Carolina Hurricanes,6.0,Atlanta Thrashers,3.0,,"13,032",,,0,2008
2008-03-05,,Washington Capitals,3.0,Buffalo Sabres,1.0,,"18,690",,,0,2008
2008-03-05,,Anaheim Ducks,0.0,Chicago Blackhawks,3.0,,"16,666",,,0,2008
2008-03-05,,Phoenix Coyotes,2.0,Dallas Stars,1.0,,"17,942",,,0,2008
2008-03-05,,St. Louis Blues,1.0,Detroit Red Wings,4.0,,"18,064",,,0,2008
2008-03-05,,Ottawa Senators,2.0,San Jose Sharks,3.0,OT,"17,496",,,0,2008
2008-03-06,,Toronto Maple Leafs,8.0,Boston Bruins,2.0,,"15,483",,,0,2008
2008-03-06,,Minnesota Wild,2.0,Carolina Hurricanes,3.0,,"16,297",,,0,2008
2008-03-06,,Anaheim Ducks,0.0,Colorado Avalanche,1.0,,"18,007",,,0,2008
2008-03-06,,Pittsburgh Penguins,2.0,Florida Panthers,5.0,,"17,012",,,0,2008
2008-03-06,,Ottawa Senators,0.0,Los Angeles Kings,2.0,,"17,580",,,0,2008
2008-03-06,,New York Rangers,4.0,New York Islanders,1.0,,"16,234",,,0,2008
2008-03-06,,Tampa Bay Lightning,2.0,Philadelphia Flyers,3.0,,"19,217",,,0,2008
2008-03-06,,Montreal Canadiens,4.0,Phoenix Coyotes,2.0,,"14,841",,,0,2008
2008-03-06,,Nashville Predators,2.0,Vancouver Canucks,6.0,,"18,630",,,0,2008
2008-03-07,,Minnesota Wild,2.0,Atlanta Thrashers,3.0,SO,"18,709",,,0,2008
2008-03-07,,Edmonton Oilers,2.0,Columbus Blue Jackets,1.0,OT,"14,933",,,0,2008
2008-03-07,,Nashville Predators,2.0,Calgary Flames,1.0,OT,"19,289",,,0,2008
2008-03-07,,San Jose Sharks,3.0,Chicago Blackhawks,2.0,,"21,908",,,0,2008
2008-03-07,,Tampa Bay Lightning,1.0,New Jersey Devils,2.0,OT,"15,670",,,0,2008
2008-03-08,,Washington Capitals,1.0,Boston Bruins,2.0,,"17,565",,,0,2008
2008-03-08,,Buffalo Sabres,3.0,Carolina Hurricanes,4.0,OT,"18,808",,,0,2008
2008-03-08,,Dallas Stars,1.0,Colorado Avalanche,3.0,,"18,007",,,0,2008
2008-03-08,,Atlanta Thrashers,2.0,Florida Panthers,3.0,OT,"16,614",,,0,2008
2008-03-08,,Montreal Canadiens,5.0,Los Angeles Kings,2.0,,"18,118",,,0,2008
2008-03-08,,New York Islanders,1.0,Philadelphia Flyers,4.0,,"19,748",,,0,2008
2008-03-08,,Ottawa Senators,4.0,Phoenix Coyotes,2.0,,"16,922",,,0,2008
2008-03-08,,New Jersey Devils,2.0,Toronto Maple Leafs,1.0,,"19,469",,,0,2008
2008-03-08,,St. Louis Blues,2.0,Vancouver Canucks,4.0,,"18,630",,,0,2008
2008-03-09,,Montreal Canadiens,1.0,Anaheim Ducks,3.0,,"17,174",,,0,2008
2008-03-09,,Tampa Bay Lightning,3.0,Columbus Blue Jackets,5.0,,"14,796",,,0,2008
2008-03-09,,Edmonton Oilers,6.0,Chicago Blackhawks,5.0,OT,"20,619",,,0,2008
2008-03-09,,Colorado Avalanche,0.0,Dallas Stars,3.0,,"18,532",,,0,2008
2008-03-09,,Nashville Predators,3.0,Detroit Red Wings,4.0,,"20,066",,,0,2008
2008-03-09,,San Jose Sharks,3.0,Minnesota Wild,2.0,SO,"18,568",,,0,2008
2008-03-09,,Boston Bruins,0.0,New York Rangers,1.0,SO,"18,200",,,0,2008
2008-03-09,,Pittsburgh Penguins,4.0,Washington Capitals,2.0,,"18,277",,,0,2008
2008-03-10,,New York Rangers,3.0,Buffalo Sabres,2.0,SO,"18,690",,,0,2008
2008-03-10,,St. Louis Blues,3.0,Calgary Flames,7.0,,"19,289",,,0,2008
2008-03-10,,Vancouver Canucks,2.0,Los Angeles Kings,1.0,OT,"14,653",,,0,2008
2008-03-11,,Colorado Avalanche,5.0,Atlanta Thrashers,2.0,,"14,089",,,0,2008
2008-03-11,,Chicago Blackhawks,1.0,Detroit Red Wings,3.0,,"18,632",,,0,2008
2008-03-11,,St. Louis Blues,3.0,Edmonton Oilers,4.0,OT,"16,839",,,0,2008
2008-03-11,,New Jersey Devils,0.0,Montreal Canadiens,4.0,,"21,273",,,0,2008
2008-03-11,,San Jose Sharks,2.0,Nashville Predators,1.0,,"14,965",,,0,2008
2008-03-11,,Boston Bruins,1.0,Ottawa Senators,4.0,,"20,143",,,0,2008
2008-03-11,,Anaheim Ducks,2.0,Phoenix Coyotes,3.0,SO,"14,683",,,0,2008
2008-03-11,,New York Islanders,4.0,Tampa Bay Lightning,8.0,,"19,111",,,0,2008
2008-03-11,,Philadelphia Flyers,3.0,Toronto Maple Leafs,4.0,OT,"19,507",,,0,2008
2008-03-12,,Vancouver Canucks,1.0,Anaheim Ducks,4.0,,"17,174",,,0,2008
2008-03-12,,Carolina Hurricanes,3.0,Chicago Blackhawks,0.0,,"18,210",,,0,2008
2008-03-12,,New York Islanders,2.0,Florida Panthers,4.0,,"15,233",,,0,2008
2008-03-12,,Toronto Maple Leafs,3.0,Philadelphia Flyers,2.0,,"19,642",,,0,2008
2008-03-12,,Buffalo Sabres,3.0,Pittsburgh Penguins,7.0,,"17,132",,,0,2008
2008-03-12,,Calgary Flames,2.0,Washington Capitals,3.0,,"17,560",,,0,2008
2008-03-13,,Calgary Flames,4.0,Atlanta Thrashers,6.0,,"16,244",,,0,2008
2008-03-13,,Tampa Bay Lightning,3.0,Boston Bruins,1.0,,"13,373",,,0,2008
2008-03-13,,Edmonton Oilers,1.0,Colorado Avalanche,5.0,,"18,007",,,0,2008
2008-03-13,,Dallas Stars,3.0,Detroit Red Wings,5.0,,"19,453",,,0,2008
2008-03-13,,New Jersey Devils,4.0,Minnesota Wild,3.0,SO,"18,568",,,0,2008
2008-03-13,,Ottawa Senators,3.0,Montreal Canadiens,0.0,,"21,273",,,0,2008
2008-03-13,,Los Angeles Kings,4.0,Nashville Predators,1.0,,"15,853",,,0,2008
2008-03-13,,Vancouver Canucks,0.0,Phoenix Coyotes,2.0,,"15,562",,,0,2008
2008-03-14,,Carolina Hurricanes,1.0,Buffalo Sabres,7.0,,"18,690",,,0,2008
2008-03-14,,Chicago Blackhawks,6.0,Columbus Blue Jackets,3.0,,"15,699",,,0,2008
2008-03-14,,New York Rangers,2.0,Florida Panthers,3.0,,"19,321",,,0,2008
2008-03-14,,St. Louis Blues,1.0,San Jose Sharks,4.0,,"17,496",,,0,2008
2008-03-14,,Atlanta Thrashers,1.0,Washington Capitals,4.0,,"18,208",,,0,2008
2008-03-15,,St. Louis Blues,2.0,Anaheim Ducks,5.0,,"17,174",,,0,2008
2008-03-15,,Philadelphia Flyers,2.0,Boston Bruins,3.0,OT,"17,565",,,0,2008
2008-03-15,,New Jersey Devils,4.0,Colorado Avalanche,2.0,,"18,007",,,0,2008
2008-03-15,,Vancouver Canucks,4.0,Dallas Stars,3.0,,"18,584",,,0,2008
2008-03-15,,Nashville Predators,3.0,Detroit Red Wings,1.0,,"20,066",,,0,2008
2008-03-15,,Los Angeles Kings,0.0,Minnesota Wild,2.0,,"18,568",,,0,2008
2008-03-15,,New York Islanders,0.0,Montreal Canadiens,3.0,,"21,273",,,0,2008
2008-03-15,,Edmonton Oilers,5.0,Phoenix Coyotes,2.0,,"17,947",,,0,2008
2008-03-15,,New York Rangers,0.0,Tampa Bay Lightning,3.0,,"20,926",,,0,2008
2008-03-15,,Buffalo Sabres,6.0,Toronto Maple Leafs,2.0,,"19,462",,,0,2008
2008-03-16,,Ottawa Senators,1.0,Carolina Hurricanes,5.0,,"18,680",,,0,2008
2008-03-16,,Detroit Red Wings,3.0,Columbus Blue Jackets,4.0,,"18,188",,,0,2008
2008-03-16,,Calgary Flames,4.0,Chicago Blackhawks,2.0,,"20,717",,,0,2008
2008-03-16,,Atlanta Thrashers,1.0,Florida Panthers,3.0,,"15,704",,,0,2008
2008-03-16,,Philadelphia Flyers,1.0,Pittsburgh Penguins,7.0,,"17,132",,,0,2008
2008-03-16,,Edmonton Oilers,2.0,San Jose Sharks,1.0,SO,"17,496",,,0,2008
2008-03-16,,Boston Bruins,1.0,Washington Capitals,2.0,SO,"18,277",,,0,2008
2008-03-17,,Colorado Avalanche,1.0,Minnesota Wild,3.0,,"18,568",,,0,2008
2008-03-17,,Phoenix Coyotes,1.0,Vancouver Canucks,3.0,,"18,630",,,0,2008
2008-03-18,,Calgary Flames,0.0,Columbus Blue Jackets,3.0,,"14,270",,,0,2008
2008-03-18,,Phoenix Coyotes,4.0,Edmonton Oilers,8.0,,"16,839",,,0,2008
2008-03-18,,San Jose Sharks,2.0,Los Angeles Kings,1.0,,"16,784",,,0,2008
2008-03-18,,St. Louis Blues,4.0,Montreal Canadiens,3.0,SO,"21,273",,,0,2008
2008-03-18,,Washington Capitals,4.0,Nashville Predators,2.0,,"17,113",,,0,2008
2008-03-18,,Toronto Maple Leafs,3.0,New York Islanders,1.0,,"13,134",,,0,2008
2008-03-18,,Pittsburgh Penguins,2.0,New York Rangers,5.0,,"18,200",,,0,2008
2008-03-18,,Atlanta Thrashers,2.0,Philadelphia Flyers,3.0,,"19,564",,,0,2008
2008-03-19,,Carolina Hurricanes,5.0,Atlanta Thrashers,3.0,,"13,251",,,0,2008
2008-03-19,,Tampa Bay Lightning,4.0,Buffalo Sabres,7.0,,"18,690",,,0,2008
2008-03-19,,Washington Capitals,0.0,Chicago Blackhawks,5.0,,"20,942",,,0,2008
2008-03-19,,Anaheim Ducks,2.0,Dallas Stars,1.0,,"18,584",,,0,2008
2008-03-19,,Columbus Blue Jackets,1.0,Detroit Red Wings,3.0,,"19,061",,,0,2008
2008-03-19,,New York Rangers,2.0,New Jersey Devils,1.0,SO,"17,625",,,0,2008
2008-03-19,,Minnesota Wild,3.0,San Jose Sharks,4.0,SO,"17,496",,,0,2008
2008-03-20,,Montreal Canadiens,4.0,Boston Bruins,2.0,,"17,565",,,0,2008
2008-03-20,,Colorado Avalanche,1.0,Calgary Flames,2.0,,"19,289",,,0,2008
2008-03-20,,Vancouver Canucks,4.0,Edmonton Oilers,1.0,,"16,839",,,0,2008
2008-03-20,,Carolina Hurricanes,2.0,Florida Panthers,1.0,SO,"18,546",,,0,2008
2008-03-20,,Detroit Red Wings,6.0,Nashville Predators,3.0,,"17,113",,,0,2008
2008-03-20,,St. Louis Blues,2.0,Ottawa Senators,3.0,,"20,027",,,0,2008
2008-03-20,,Los Angeles Kings,6.0,Phoenix Coyotes,5.0,SO,"14,852",,,0,2008
2008-03-20,,Tampa Bay Lightning,2.0,Pittsburgh Penguins,4.0,,"17,044",,,0,2008
2008-03-21,,Washington Capitals,5.0,Atlanta Thrashers,3.0,,"18,562",,,0,2008
2008-03-21,,Toronto Maple Leafs,4.0,Buffalo Sabres,1.0,,"18,690",,,0,2008
2008-03-21,,New York Islanders,3.0,New Jersey Devils,1.0,,"17,075",,,0,2008
2008-03-21,,New York Rangers,3.0,Philadelphia Flyers,4.0,SO,"19,819",,,0,2008
2008-03-21,,Anaheim Ducks,1.0,San Jose Sharks,2.0,,"17,496",,,0,2008
2008-03-21,,Minnesota Wild,2.0,Vancouver Canucks,1.0,,"18,630",,,0,2008
2008-03-22,,Detroit Red Wings,4.0,Columbus Blue Jackets,1.0,,"17,681",,,0,2008
2008-03-22,,Minnesota Wild,4.0,Calgary Flames,5.0,,"19,289",,,0,2008
2008-03-22,,Los Angeles Kings,4.0,Dallas Stars,2.0,,"18,532",,,0,2008
2008-03-22,,Colorado Avalanche,5.0,Edmonton Oilers,7.0,,"16,839",,,0,2008
2008-03-22,,Tampa Bay Lightning,2.0,Florida Panthers,4.0,,"18,502",,,0,2008
2008-03-22,,Boston Bruins,2.0,Montreal Canadiens,3.0,SO,"21,273",,,0,2008
2008-03-22,,Chicago Blackhawks,1.0,Nashville Predators,2.0,SO,"17,113",,,0,2008
2008-03-22,,Toronto Maple Leafs,5.0,Ottawa Senators,4.0,,"20,183",,,0,2008
2008-03-22,,Anaheim Ducks,2.0,Phoenix Coyotes,1.0,,"17,645",,,0,2008
2008-03-22,,New Jersey Devils,1.0,Pittsburgh Penguins,7.0,,"17,132",,,0,2008
2008-03-23,,St. Louis Blues,3.0,Chicago Blackhawks,4.0,OT,"19,146",,,0,2008
2008-03-23,,New York Islanders,1.0,Philadelphia Flyers,4.0,,"19,136",,,0,2008
2008-03-24,,Calgary Flames,0.0,Colorado Avalanche,2.0,,"18,007",,,0,2008
2008-03-24,,Minnesota Wild,3.0,Edmonton Oilers,5.0,,"16,839",,,0,2008
2008-03-24,,Ottawa Senators,5.0,Montreal Canadiens,7.0,,"21,273",,,0,2008
2008-03-24,,Pittsburgh Penguins,1.0,New York Islanders,4.0,,"16,234",,,0,2008
2008-03-25,,Ottawa Senators,6.0,Buffalo Sabres,3.0,,"18,690",,,0,2008
2008-03-25,,Washington Capitals,3.0,Carolina Hurricanes,2.0,SO,"18,680",,,0,2008
2008-03-25,,Vancouver Canucks,2.0,Calgary Flames,3.0,,"19,289",,,0,2008
2008-03-25,,Pittsburgh Penguins,2.0,New Jersey Devils,0.0,,"16,292",,,0,2008
2008-03-25,,Columbus Blue Jackets,0.0,Nashville Predators,3.0,,"16,330",,,0,2008
2008-03-25,,Philadelphia Flyers,2.0,New York Rangers,1.0,OT,"18,200",,,0,2008
2008-03-25,,San Jose Sharks,4.0,Phoenix Coyotes,5.0,OT,"15,991",,,0,2008
2008-03-25,,Detroit Red Wings,2.0,St. Louis Blues,1.0,,"19,150",,,0,2008
2008-03-25,,Florida Panthers,1.0,Tampa Bay Lightning,3.0,,"16,110",,,0,2008
2008-03-25,,Boston Bruins,6.0,Toronto Maple Leafs,2.0,,"19,562",,,0,2008
2008-03-26,,Los Angeles Kings,1.0,Anaheim Ducks,2.0,SO,"17,331",,,0,2008
2008-03-26,,Chicago Blackhawks,0.0,Columbus Blue Jackets,4.0,,"14,454",,,0,2008
2008-03-26,,Vancouver Canucks,3.0,Colorado Avalanche,6.0,,"17,728",,,0,2008
2008-03-26,,Edmonton Oilers,1.0,Minnesota Wild,3.0,,"18,568",,,0,2008
2008-03-27,,Toronto Maple Leafs,2.0,Boston Bruins,4.0,,"16,659",,,0,2008
2008-03-27,,Atlanta Thrashers,3.0,Florida Panthers,2.0,,"17,301",,,0,2008
2008-03-27,,Phoenix Coyotes,0.0,Los Angeles Kings,4.0,,"17,331",,,0,2008
2008-03-27,,New Jersey Devils,2.0,New York Rangers,3.0,,"18,200",,,0,2008
2008-03-27,,Buffalo Sabres,4.0,Ottawa Senators,3.0,SO,"19,883",,,0,2008
2008-03-27,,New York Islanders,1.0,Pittsburgh Penguins,3.0,,"17,025",,,0,2008
2008-03-27,,Dallas Stars,2.0,San Jose Sharks,3.0,OT,"17,496",,,0,2008
2008-03-27,,Washington Capitals,4.0,Tampa Bay Lightning,3.0,OT,"17,777",,,0,2008
2008-03-28,,San Jose Sharks,3.0,Anaheim Ducks,1.0,,"17,334",,,0,2008
2008-03-28,,Montreal Canadiens,4.0,Buffalo Sabres,3.0,OT,"18,690",,,0,2008
2008-03-28,,Atlanta Thrashers,1.0,Carolina Hurricanes,7.0,,"17,833",,,0,2008
2008-03-28,,Nashville Predators,2.0,Columbus Blue Jackets,0.0,,"15,495",,,0,2008
2008-03-28,,Edmonton Oilers,4.0,Colorado Avalanche,5.0,SO,"17,846",,,0,2008
2008-03-28,,St. Louis Blues,4.0,Detroit Red Wings,3.0,OT,"20,066",,,0,2008
2008-03-28,,Vancouver Canucks,0.0,Minnesota Wild,4.0,,"18,568",,,0,2008
2008-03-28,,Philadelphia Flyers,4.0,New Jersey Devils,5.0,SO,"17,056",,,0,2008
2008-03-29,,Ottawa Senators,0.0,Boston Bruins,4.0,,"17,565",,,0,2008
2008-03-29,,Edmonton Oilers,2.0,Calgary Flames,1.0,,"19,289",,,0,2008
2008-03-29,,Washington Capitals,3.0,Florida Panthers,0.0,,"17,832",,,0,2008
2008-03-29,,Dallas Stars,7.0,Los Angeles Kings,2.0,,"17,849",,,0,2008
2008-03-29,,Philadelphia Flyers,4.0,New York Islanders,3.0,SO,"15,223",,,0,2008
2008-03-29,,Chicago Blackhawks,4.0,St. Louis Blues,3.0,,"19,150",,,0,2008
2008-03-29,,Carolina Hurricanes,1.0,Tampa Bay Lightning,2.0,,"19,311",,,0,2008
2008-03-29,,Montreal Canadiens,2.0,Toronto Maple Leafs,4.0,,"19,584",,,0,2008
2008-03-30,,Dallas Stars,2.0,Anaheim Ducks,3.0,SO,"17,174",,,0,2008
2008-03-30,,Boston Bruins,1.0,Buffalo Sabres,2.0,OT,"18,690",,,0,2008
2008-03-30,,Columbus Blue Jackets,4.0,Chicago Blackhawks,5.0,SO,"20,885",,,0,2008
2008-03-30,,Nashville Predators,0.0,Detroit Red Wings,1.0,OT,"20,066",,,0,2008
2008-03-30,,Colorado Avalanche,2.0,Minnesota Wild,3.0,OT,"18,568",,,0,2008
2008-03-30,,New York Rangers,1.0,Pittsburgh Penguins,3.0,,"17,020",,,0,2008
2008-03-30,,Phoenix Coyotes,1.0,San Jose Sharks,3.0,,"17,496",,,0,2008
2008-03-30,,Calgary Flames,2.0,Vancouver Canucks,6.0,,"18,630",,,0,2008
2008-03-31,,Pittsburgh Penguins,1.0,New York Rangers,2.0,OT,"18,200",,,0,2008
2008-03-31,,Atlanta Thrashers,2.0,Tampa Bay Lightning,0.0,,"17,441",,,0,2008
2008-04-01,,Florida Panthers,3.0,Atlanta Thrashers,2.0,,"15,453",,,0,2008
2008-04-01,,Calgary Flames,3.0,Edmonton Oilers,2.0,,"16,839",,,0,2008
2008-04-01,,New Jersey Devils,2.0,New York Islanders,1.0,OT,"12,357",,,0,2008
2008-04-01,,Montreal Canadiens,3.0,Ottawa Senators,0.0,,"20,326",,,0,2008
2008-04-01,,Los Angeles Kings,2.0,San Jose Sharks,5.0,,"17,496",,,0,2008
2008-04-01,,Nashville Predators,4.0,St. Louis Blues,3.0,OT,"17,357",,,0,2008
2008-04-01,,Buffalo Sabres,4.0,Toronto Maple Leafs,3.0,SO,"19,288",,,0,2008
2008-04-01,,Colorado Avalanche,4.0,Vancouver Canucks,2.0,,"18,630",,,0,2008
2008-04-01,,Carolina Hurricanes,1.0,Washington Capitals,4.0,,"18,277",,,0,2008
2008-04-02,,Tampa Bay Lightning,2.0,Carolina Hurricanes,6.0,,"17,644",,,0,2008
2008-04-02,,Detroit Red Wings,2.0,Chicago Blackhawks,6.0,,"21,365",,,0,2008
2008-04-02,,Boston Bruins,2.0,New Jersey Devils,3.0,SO,"16,144",,,0,2008
2008-04-02,,Philadelphia Flyers,2.0,Pittsburgh Penguins,4.0,,"17,132",,,0,2008
2008-04-03,,Columbus Blue Jackets,2.0,Detroit Red Wings,3.0,,"19,435",,,0,2008
2008-04-03,,San Jose Sharks,2.0,Los Angeles Kings,4.0,,"17,759",,,0,2008
2008-04-03,,Calgary Flames,1.0,Minnesota Wild,3.0,,"18,568",,,0,2008
2008-04-03,,Buffalo Sabres,1.0,Montreal Canadiens,3.0,,"21,273",,,0,2008
2008-04-03,,St. Louis Blues,2.0,Nashville Predators,3.0,,"17,113",,,0,2008
2008-04-03,,New York Rangers,3.0,New York Islanders,0.0,,"16,234",,,0,2008
2008-04-03,,Dallas Stars,4.0,Phoenix Coyotes,2.0,,"18,340",,,0,2008
2008-04-03,,Ottawa Senators,8.0,Toronto Maple Leafs,2.0,,"19,466",,,0,2008
2008-04-03,,Edmonton Oilers,2.0,Vancouver Canucks,1.0,,"18,630",,,0,2008
2008-04-03,,Tampa Bay Lightning,1.0,Washington Capitals,4.0,,"18,277",,,0,2008
2008-04-04,,Florida Panthers,4.0,Carolina Hurricanes,3.0,,"18,680",,,0,2008
2008-04-04,,Nashville Predators,1.0,Chicago Blackhawks,3.0,,"21,929",,,0,2008
2008-04-04,,Phoenix Coyotes,4.0,Dallas Stars,2.0,,"18,584",,,0,2008
2008-04-04,,New York Islanders,4.0,New York Rangers,3.0,SO,"18,200",,,0,2008
2008-04-04,,Boston Bruins,2.0,Ottawa Senators,1.0,,"20,232",,,0,2008
2008-04-04,,New Jersey Devils,0.0,Philadelphia Flyers,3.0,,"19,957",,,0,2008
2008-04-05,,Tampa Bay Lightning,1.0,Atlanta Thrashers,4.0,,"18,732",,,0,2008
2008-04-05,,Buffalo Sabres,3.0,Boston Bruins,0.0,,"17,565",,,0,2008
2008-04-05,,Anaheim Ducks,4.0,Los Angeles Kings,3.0,,"18,118",,,0,2008
2008-04-05,,Toronto Maple Leafs,1.0,Montreal Canadiens,3.0,,"21,273",,,0,2008
2008-04-05,,Columbus Blue Jackets,0.0,St. Louis Blues,3.0,,"19,150",,,0,2008
2008-04-05,,Calgary Flames,7.0,Vancouver Canucks,1.0,,"18,630",,,0,2008
2008-04-05,,Florida Panthers,1.0,Washington Capitals,3.0,,"18,277",,,0,2008
2008-04-06,,Phoenix Coyotes,2.0,Anaheim Ducks,3.0,SO,"17,269",,,0,2008
2008-04-06,,St. Louis Blues,4.0,Columbus Blue Jackets,1.0,,"17,739",,,0,2008
2008-04-06,,Minnesota Wild,3.0,Colorado Avalanche,4.0,SO,"18,007",,,0,2008
2008-04-06,,San Jose Sharks,2.0,Dallas Stars,4.0,,"18,532",,,0,2008
2008-04-06,,Chicago Blackhawks,1.0,Detroit Red Wings,4.0,,"20,066",,,0,2008
2008-04-06,,New York Rangers,2.0,New Jersey Devils,3.0,SO,"17,625",,,0,2008
2008-04-06,,Pittsburgh Penguins,0.0,Philadelphia Flyers,2.0,,"19,767",,,0,2008
2008-04-09,,New York Rangers,4.0,New Jersey Devils,1.0,,"17,625",,,1,2008
2008-04-09,,Colorado Avalanche,3.0,Minnesota Wild,2.0,OT,"19,352",,,1,2008
2008-04-09,,Calgary Flames,3.0,San Jose Sharks,2.0,,"17,496",,,1,2008
2008-04-09,,Ottawa Senators,0.0,Pittsburgh Penguins,4.0,,"17,132",,,1,2008
2008-04-10,,Dallas Stars,4.0,Anaheim Ducks,0.0,,"17,191",,,1,2008
2008-04-10,,Nashville Predators,1.0,Detroit Red Wings,3.0,,"20,066",,,1,2008
2008-04-10,,Boston Bruins,1.0,Montreal Canadiens,4.0,,"21,273",,,1,2008
2008-04-10,,Calgary Flames,0.0,San Jose Sharks,2.0,,"17,496",,,1,2008
2008-04-11,,Colorado Avalanche,2.0,Minnesota Wild,3.0,OT,"19,360",,,1,2008
2008-04-11,,New York Rangers,2.0,New Jersey Devils,1.0,,"17,625",,,1,2008
2008-04-11,,Ottawa Senators,3.0,Pittsburgh Penguins,5.0,,"17,132",,,1,2008
2008-04-11,,Philadelphia Flyers,4.0,Washington Capitals,5.0,,"18,277",,,1,2008
2008-04-12,,Boston Bruins,2.0,Montreal Canadiens,3.0,OT,"21,273",,,1,2008
2008-04-12,,Nashville Predators,2.0,Detroit Red Wings,4.0,,"20,066",,,1,2008
2008-04-12,,Dallas Stars,5.0,Anaheim Ducks,2.0,,"17,181",,,1,2008
2008-04-13,,Montreal Canadiens,1.0,Boston Bruins,2.0,OT,"17,565",,,1,2008
2008-04-13,,San Jose Sharks,3.0,Calgary Flames,4.0,,"19,289",,,1,2008
2008-04-13,,New Jersey Devils,4.0,New York Rangers,3.0,OT,"18,200",,,1,2008
2008-04-13,,Philadelphia Flyers,2.0,Washington Capitals,0.0,,"18,277",,,1,2008
2008-04-14,,Minnesota Wild,3.0,Colorado Avalanche,2.0,OT,"18,007",,,1,2008
2008-04-14,,Detroit Red Wings,3.0,Nashville Predators,5.0,,"17,113",,,1,2008
2008-04-14,,Pittsburgh Penguins,4.0,Ottawa Senators,1.0,,"19,961",,,1,2008
2008-04-15,,San Jose Sharks,3.0,Calgary Flames,2.0,,"19,289",,,1,2008
2008-04-15,,Washington Capitals,3.0,Philadelphia Flyers,6.0,,"19,822",,,1,2008
2008-04-15,,Anaheim Ducks,4.0,Dallas Stars,2.0,,"18,532",,,1,2008
2008-04-15,,Montreal Canadiens,1.0,Boston Bruins,0.0,,"17,565",,,1,2008
2008-04-15,,Minnesota Wild,1.0,Colorado Avalanche,5.0,,"18,007",,,1,2008
2008-04-16,,Detroit Red Wings,2.0,Nashville Predators,3.0,,"17,113",,,1,2008
2008-04-16,,New Jersey Devils,3.0,New York Rangers,5.0,,"18,200",,,1,2008
2008-04-16,,Pittsburgh Penguins,3.0,Ottawa Senators,1.0,,"19,954",,,1,2008
2008-04-17,,Calgary Flames,3.0,San Jose Sharks,4.0,,"17,496",,,1,2008
2008-04-17,,Washington Capitals,3.0,Philadelphia Flyers,4.0,2OT,"19,913",,,1,2008
2008-04-17,,Boston Bruins,5.0,Montreal Canadiens,1.0,,"21,273",,,1,2008
2008-04-17,,Colorado Avalanche,3.0,Minnesota Wild,2.0,,"19,364",,,1,2008
2008-04-17,,Anaheim Ducks,1.0,Dallas Stars,3.0,,"18,532",,,1,2008
