season,date_game,visitor_team_name,home_team_name,visitor_pts,home_pts,visitor_margin,home_margin,visitor_win,home_win,is_tie,overtimes,grouped_date_id,unique_game_id,home_wl,visitor_wl,home_result,visitor_result,is_playoff_game_flag
1988,1988-02-07,Chicago Blackhawks,Quebec Nordiques,5,5,0,0,0,0,1,OT,1696,7873,T,T,T 5-5 vs. Chicago Blackhawks (OT),T 5-5 @ Quebec Nordiques (OT),0
1988,1988-02-11,New York Islanders,Toronto Maple Leafs,3,4,-1,1,0,1,0,,1697,7874,W,L,W 4-3 vs. New York Islanders,L 3-4 @ Toronto Maple Leafs,0
1988,1988-02-11,Washington Capitals,New York Rangers,5,3,2,-2,1,0,0,,1697,7875,L,W,L 3-5 vs. Washington Capitals,W 5-3 @ New York Rangers,0
1988,1988-02-11,Edmonton Oilers,Vancouver Canucks,7,2,5,-5,1,0,0,,1697,7876,L,W,L 2-7 vs. Edmonton Oilers,W 7-2 @ Vancouver Canucks,0
1988,1988-02-11,Quebec Nordiques,Los Angeles Kings,3,5,-2,2,0,1,0,,1697,7877,W,L,W 5-3 vs. Quebec Nordiques,L 3-5 @ Los Angeles Kings,0
1988,1988-02-11,Montreal Canadiens,New Jersey Devils,2,4,-2,2,0,1,0,,1697,7878,W,L,W 4-2 vs. Montreal Canadiens,L 2-4 @ New Jersey Devils,0
1988,1988-02-12,New York Islanders,Washington Capitals,2,6,-4,4,0,1,0,,1698,7879,W,L,W 6-2 vs. New York Islanders,L 2-6 @ Washington Capitals,0
1988,1988-02-12,Buffalo Sabres,Winnipeg Jets,5,7,-2,2,0,1,0,,1698,7880,W,L,W 7-5 vs. Buffalo Sabres,L 5-7 @ Winnipeg Jets,0
1988,1988-02-12,Calgary Flames,Philadelphia Flyers,3,2,1,-1,1,0,0,,1698,7881,L,W,L 2-3 vs. Calgary Flames,W 3-2 @ Philadelphia Flyers,0
1988,1988-02-12,New Jersey Devils,Detroit Red Wings,3,4,-1,1,0,1,0,,1698,7882,W,L,W 4-3 vs. New Jersey Devils,L 3-4 @ Detroit Red Wings,0
1988,1988-02-12,St. Louis Blues,Chicago Blackhawks,3,4,-1,1,0,1,0,OT,1698,7883,W,L,W 4-3 vs. St. Louis Blues (OT),L 3-4 @ Chicago Blackhawks (OT),0
1988,1988-02-12,Boston Bruins,Edmonton Oilers,7,4,3,-3,1,0,0,,1698,7884,L,W,L 4-7 vs. Boston Bruins,W 7-4 @ Edmonton Oilers,0
1988,1988-02-13,Pittsburgh Penguins,Los Angeles Kings,7,5,2,-2,1,0,0,,1699,7885,L,W,L 5-7 vs. Pittsburgh Penguins,W 7-5 @ Los Angeles Kings,0
1988,1988-02-13,Quebec Nordiques,Minnesota North Stars,7,3,4,-4,1,0,0,,1699,7886,L,W,L 3-7 vs. Quebec Nordiques,W 7-3 @ Minnesota North Stars,0
1988,1988-02-13,Hartford Whalers,Montreal Canadiens,4,1,3,-3,1,0,0,,1699,7887,L,W,L 1-4 vs. Hartford Whalers,W 4-1 @ Montreal Canadiens,0
1988,1988-02-13,Detroit Red Wings,St. Louis Blues,3,5,-2,2,0,1,0,,1699,7888,W,L,W 5-3 vs. Detroit Red Wings,L 3-5 @ St. Louis Blues,0
1988,1988-02-13,Philadelphia Flyers,Toronto Maple Leafs,4,7,-3,3,0,1,0,,1699,7889,W,L,W 7-4 vs. Philadelphia Flyers,L 4-7 @ Toronto Maple Leafs,0
1988,1988-02-13,Boston Bruins,Vancouver Canucks,5,6,-1,1,0,1,0,,1699,7890,W,L,W 6-5 vs. Boston Bruins,L 5-6 @ Vancouver Canucks,0
1988,1988-02-14,Calgary Flames,Washington Capitals,4,5,-1,1,0,1,0,OT,1700,7891,W,L,W 5-4 vs. Calgary Flames (OT),L 4-5 @ Washington Capitals (OT),0
1988,1988-02-14,Quebec Nordiques,Winnipeg Jets,2,3,-1,1,0,1,0,,1700,7892,W,L,W 3-2 vs. Quebec Nordiques,L 2-3 @ Winnipeg Jets,0
1988,1988-02-14,New Jersey Devils,Toronto Maple Leafs,7,2,5,-5,1,0,0,,1700,7893,L,W,L 2-7 vs. New Jersey Devils,W 7-2 @ Toronto Maple Leafs,0
1988,1988-02-14,New York Islanders,New York Rangers,4,4,0,0,0,0,1,OT,1700,7894,T,T,T 4-4 vs. New York Islanders (OT),T 4-4 @ New York Rangers (OT),0
1988,1988-02-14,Buffalo Sabres,Chicago Blackhawks,3,4,-1,1,0,1,0,OT,1700,7895,W,L,W 4-3 vs. Buffalo Sabres (OT),L 3-4 @ Chicago Blackhawks (OT),0
1988,1988-02-14,Vancouver Canucks,Edmonton Oilers,6,7,-1,1,0,1,0,,1700,7896,W,L,W 7-6 vs. Vancouver Canucks,L 6-7 @ Edmonton Oilers,0
1988,1988-02-15,Detroit Red Wings,Los Angeles Kings,6,1,5,-5,1,0,0,,1701,7897,L,W,L 1-6 vs. Detroit Red Wings,W 6-1 @ Los Angeles Kings,0
1988,1988-02-15,Montreal Canadiens,New York Rangers,1,3,-2,2,0,1,0,,1701,7898,W,L,W 3-1 vs. Montreal Canadiens,L 1-3 @ New York Rangers,0
1988,1988-02-15,Hartford Whalers,Philadelphia Flyers,4,5,-1,1,0,1,0,OT,1701,7899,W,L,W 5-4 vs. Hartford Whalers (OT),L 4-5 @ Philadelphia Flyers (OT),0
1988,1988-02-16,Buffalo Sabres,St. Louis Blues,3,0,3,-3,1,0,0,,1702,7900,L,W,L 0-3 vs. Buffalo Sabres,W 3-0 @ St. Louis Blues,0
1988,1988-02-16,Calgary Flames,New York Islanders,3,9,-6,6,0,1,0,,1702,7901,W,L,W 9-3 vs. Calgary Flames,L 3-9 @ New York Islanders,0
1988,1988-02-16,Winnipeg Jets,Quebec Nordiques,7,3,4,-4,1,0,0,,1702,7902,L,W,L 3-7 vs. Winnipeg Jets,W 7-3 @ Quebec Nordiques,0
1988,1988-02-17,Calgary Flames,New York Rangers,3,5,-2,2,0,1,0,,1703,7903,W,L,W 5-3 vs. Calgary Flames,L 3-5 @ New York Rangers,0
1988,1988-02-17,Washington Capitals,New Jersey Devils,4,3,1,-1,1,0,0,,1703,7904,L,W,L 3-4 vs. Washington Capitals,W 4-3 @ New Jersey Devils,0
1988,1988-02-17,Pittsburgh Penguins,Vancouver Canucks,0,5,-5,5,0,1,0,,1703,7905,W,L,W 5-0 vs. Pittsburgh Penguins,L 0-5 @ Vancouver Canucks,0
1988,1988-02-17,Boston Bruins,Montreal Canadiens,2,3,-1,1,0,1,0,,1703,7906,W,L,W 3-2 vs. Boston Bruins,L 2-3 @ Montreal Canadiens,0
1988,1988-02-17,Detroit Red Wings,Chicago Blackhawks,4,3,1,-1,1,0,0,,1703,7907,L,W,L 3-4 vs. Detroit Red Wings,W 4-3 @ Chicago Blackhawks,0
1988,1988-02-17,Winnipeg Jets,Hartford Whalers,3,4,-1,1,0,1,0,,1703,7908,W,L,W 4-3 vs. Winnipeg Jets,L 3-4 @ Hartford Whalers,0
1988,1988-02-17,Los Angeles Kings,Minnesota North Stars,5,4,1,-1,1,0,0,,1703,7909,L,W,L 4-5 vs. Los Angeles Kings,W 5-4 @ Minnesota North Stars,0
1988,1988-02-17,Toronto Maple Leafs,Edmonton Oilers,4,4,0,0,0,0,1,OT,1703,7910,T,T,T 4-4 vs. Toronto Maple Leafs (OT),T 4-4 @ Edmonton Oilers (OT),0
1988,1988-02-18,New York Islanders,Philadelphia Flyers,3,3,0,0,0,0,1,OT,1704,7911,T,T,T 3-3 vs. New York Islanders (OT),T 3-3 @ Philadelphia Flyers (OT),0
1988,1988-02-18,Los Angeles Kings,St. Louis Blues,4,7,-3,3,0,1,0,,1704,7912,W,L,W 7-4 vs. Los Angeles Kings,L 4-7 @ St. Louis Blues,0
1988,1988-02-19,Philadelphia Flyers,Buffalo Sabres,5,4,1,-1,1,0,0,,1705,7913,L,W,L 4-5 vs. Philadelphia Flyers,W 5-4 @ Buffalo Sabres,0
1988,1988-02-19,Pittsburgh Penguins,Edmonton Oilers,3,7,-4,4,0,1,0,,1705,7914,W,L,W 7-3 vs. Pittsburgh Penguins,L 3-7 @ Edmonton Oilers,0
1988,1988-02-19,New York Rangers,New Jersey Devils,3,6,-3,3,0,1,0,,1705,7915,W,L,W 6-3 vs. New York Rangers,L 3-6 @ New Jersey Devils,0
1988,1988-02-19,Toronto Maple Leafs,Vancouver Canucks,5,0,5,-5,1,0,0,,1705,7916,L,W,L 0-5 vs. Toronto Maple Leafs,W 5-0 @ Vancouver Canucks,0
1988,1988-02-19,Washington Capitals,Winnipeg Jets,6,0,6,-6,1,0,0,,1705,7917,L,W,L 0-6 vs. Washington Capitals,W 6-0 @ Winnipeg Jets,0
1988,1988-02-20,Hartford Whalers,New York Islanders,0,3,-3,3,0,1,0,,1706,7918,W,L,W 3-0 vs. Hartford Whalers,L 0-3 @ New York Islanders,0
1988,1988-02-20,Calgary Flames,St. Louis Blues,6,3,3,-3,1,0,0,,1706,7919,L,W,L 3-6 vs. Calgary Flames,W 6-3 @ St. Louis Blues,0
1988,1988-02-20,Quebec Nordiques,Montreal Canadiens,3,5,-2,2,0,1,0,,1706,7920,W,L,W 5-3 vs. Quebec Nordiques,L 3-5 @ Montreal Canadiens,0
1988,1988-02-20,Toronto Maple Leafs,Los Angeles Kings,0,3,-3,3,0,1,0,,1706,7921,W,L,W 3-0 vs. Toronto Maple Leafs,L 0-3 @ Los Angeles Kings,0
1988,1988-02-20,Chicago Blackhawks,Detroit Red Wings,1,6,-5,5,0,1,0,,1706,7922,W,L,W 6-1 vs. Chicago Blackhawks,L 1-6 @ Detroit Red Wings,0
1988,1988-02-20,Washington Capitals,Minnesota North Stars,3,0,3,-3,1,0,0,,1706,7923,L,W,L 0-3 vs. Washington Capitals,W 3-0 @ Minnesota North Stars,0
1988,1988-02-21,Edmonton Oilers,Winnipeg Jets,4,3,1,-1,1,0,0,OT,1707,7924,L,W,L 3-4 vs. Edmonton Oilers (OT),W 4-3 @ Winnipeg Jets (OT),0
1988,1988-02-21,Quebec Nordiques,Buffalo Sabres,6,5,1,-1,1,0,0,,1707,7925,L,W,L 5-6 vs. Quebec Nordiques,W 6-5 @ Buffalo Sabres,0
1988,1988-02-21,Calgary Flames,Chicago Blackhawks,3,3,0,0,0,0,1,OT,1707,7926,T,T,T 3-3 vs. Calgary Flames (OT),T 3-3 @ Chicago Blackhawks (OT),0
1988,1988-02-21,New York Islanders,Hartford Whalers,7,2,5,-5,1,0,0,,1707,7927,L,W,L 2-7 vs. New York Islanders,W 7-2 @ Hartford Whalers,0
1988,1988-02-21,Boston Bruins,New Jersey Devils,4,1,3,-3,1,0,0,,1707,7928,L,W,L 1-4 vs. Boston Bruins,W 4-1 @ New Jersey Devils,0
1988,1988-02-21,Vancouver Canucks,New York Rangers,6,4,2,-2,1,0,0,,1707,7929,L,W,L 4-6 vs. Vancouver Canucks,W 6-4 @ New York Rangers,0
1988,1988-02-21,Detroit Red Wings,Philadelphia Flyers,3,5,-2,2,0,1,0,,1707,7930,W,L,W 5-3 vs. Detroit Red Wings,L 3-5 @ Philadelphia Flyers,0
1988,1988-02-21,St. Louis Blues,Pittsburgh Penguins,5,4,1,-1,1,0,0,,1707,7931,L,W,L 4-5 vs. St. Louis Blues,W 5-4 @ Pittsburgh Penguins,0
1988,1988-02-22,Toronto Maple Leafs,Minnesota North Stars,2,4,-2,2,0,1,0,,1708,7932,W,L,W 4-2 vs. Toronto Maple Leafs,L 2-4 @ Minnesota North Stars,0
1988,1988-02-23,Boston Bruins,Hartford Whalers,2,3,-1,1,0,1,0,,1709,7933,W,L,W 3-2 vs. Boston Bruins,L 2-3 @ Hartford Whalers,0
1988,1988-02-23,Edmonton Oilers,St. Louis Blues,6,4,2,-2,1,0,0,,1709,7934,L,W,L 4-6 vs. Edmonton Oilers,W 6-4 @ St. Louis Blues,0
1988,1988-02-23,Montreal Canadiens,Quebec Nordiques,3,1,2,-2,1,0,0,,1709,7935,L,W,L 1-3 vs. Montreal Canadiens,W 3-1 @ Quebec Nordiques,0
1988,1988-02-23,Philadelphia Flyers,Detroit Red Wings,11,6,5,-5,1,0,0,,1709,7936,L,W,L 6-11 vs. Philadelphia Flyers,W 11-6 @ Detroit Red Wings,0
1988,1988-02-23,Vancouver Canucks,New York Islanders,1,6,-5,5,0,1,0,,1709,7937,W,L,W 6-1 vs. Vancouver Canucks,L 1-6 @ New York Islanders,0
1988,1988-02-23,Winnipeg Jets,Pittsburgh Penguins,4,3,1,-1,1,0,0,OT,1709,7938,L,W,L 3-4 vs. Winnipeg Jets (OT),W 4-3 @ Pittsburgh Penguins (OT),0
1988,1988-02-24,Edmonton Oilers,Chicago Blackhawks,4,6,-2,2,0,1,0,,1710,7939,W,L,W 6-4 vs. Edmonton Oilers,L 4-6 @ Chicago Blackhawks,0
1988,1988-02-24,Washington Capitals,Los Angeles Kings,3,4,-1,1,0,1,0,,1710,7940,W,L,W 4-3 vs. Washington Capitals,L 3-4 @ Los Angeles Kings,0
1988,1988-02-24,Vancouver Canucks,Montreal Canadiens,4,5,-1,1,0,1,0,,1710,7941,W,L,W 5-4 vs. Vancouver Canucks,L 4-5 @ Montreal Canadiens,0
1988,1988-02-24,Winnipeg Jets,New Jersey Devils,3,1,2,-2,1,0,0,,1710,7942,L,W,L 1-3 vs. Winnipeg Jets,W 3-1 @ New Jersey Devils,0
1988,1988-02-24,Minnesota North Stars,Toronto Maple Leafs,2,4,-2,2,0,1,0,,1710,7943,W,L,W 4-2 vs. Minnesota North Stars,L 2-4 @ Toronto Maple Leafs,0
1988,1988-02-25,Hartford Whalers,Boston Bruins,2,5,-3,3,0,1,0,,1711,7944,W,L,W 5-2 vs. Hartford Whalers,L 2-5 @ Boston Bruins,0
1988,1988-02-25,St. Louis Blues,Buffalo Sabres,2,5,-3,3,0,1,0,,1711,7945,W,L,W 5-2 vs. St. Louis Blues,L 2-5 @ Buffalo Sabres,0
1988,1988-02-25,Chicago Blackhawks,New York Islanders,1,1,0,0,0,0,1,OT,1711,7946,T,T,T 1-1 vs. Chicago Blackhawks (OT),T 1-1 @ New York Islanders (OT),0
1988,1988-02-25,Pittsburgh Penguins,New York Rangers,1,2,-1,1,0,1,0,,1711,7947,W,L,W 2-1 vs. Pittsburgh Penguins,L 1-2 @ New York Rangers,0
1988,1988-02-26,Calgary Flames,Vancouver Canucks,5,3,2,-2,1,0,0,,1712,7948,L,W,L 3-5 vs. Calgary Flames,W 5-3 @ Vancouver Canucks,0
1988,1988-02-26,Quebec Nordiques,Detroit Red Wings,3,2,1,-1,1,0,0,,1712,7949,L,W,L 2-3 vs. Quebec Nordiques,W 3-2 @ Detroit Red Wings,0
1988,1988-02-26,New York Rangers,New Jersey Devils,2,1,1,-1,1,0,0,,1712,7950,L,W,L 1-2 vs. New York Rangers,W 2-1 @ New Jersey Devils,0
1988,1988-02-27,Minnesota North Stars,Boston Bruins,4,7,-3,3,0,1,0,,1713,7951,W,L,W 7-4 vs. Minnesota North Stars,L 4-7 @ Boston Bruins,0
1988,1988-02-27,Buffalo Sabres,Hartford Whalers,4,3,1,-1,1,0,0,,1713,7952,L,W,L 3-4 vs. Buffalo Sabres,W 4-3 @ Hartford Whalers,0
1988,1988-02-27,Philadelphia Flyers,Los Angeles Kings,8,6,2,-2,1,0,0,,1713,7953,L,W,L 6-8 vs. Philadelphia Flyers,W 8-6 @ Los Angeles Kings,0
1988,1988-02-27,Winnipeg Jets,Montreal Canadiens,0,6,-6,6,0,1,0,,1713,7954,W,L,W 6-0 vs. Winnipeg Jets,L 0-6 @ Montreal Canadiens,0
1988,1988-02-27,Washington Capitals,New York Islanders,3,0,3,-3,1,0,0,,1713,7955,L,W,L 0-3 vs. Washington Capitals,W 3-0 @ New York Islanders,0
1988,1988-02-27,Detroit Red Wings,Quebec Nordiques,4,5,-1,1,0,1,0,,1713,7956,W,L,W 5-4 vs. Detroit Red Wings,L 4-5 @ Quebec Nordiques,0
1988,1988-02-27,St. Louis Blues,Toronto Maple Leafs,6,2,4,-4,1,0,0,,1713,7957,L,W,L 2-6 vs. St. Louis Blues,W 6-2 @ Toronto Maple Leafs,0
1988,1988-02-28,Minnesota North Stars,New Jersey Devils,6,8,-2,2,0,1,0,,1714,7958,W,L,W 8-6 vs. Minnesota North Stars,L 6-8 @ New Jersey Devils,0
1988,1988-02-28,Los Angeles Kings,Vancouver Canucks,2,0,2,-2,1,0,0,,1714,7959,L,W,L 0-2 vs. Los Angeles Kings,W 2-0 @ Vancouver Canucks,0
1988,1988-02-28,Pittsburgh Penguins,Chicago Blackhawks,5,7,-2,2,0,1,0,,1714,7960,W,L,W 7-5 vs. Pittsburgh Penguins,L 5-7 @ Chicago Blackhawks,0
1988,1988-02-28,Winnipeg Jets,Buffalo Sabres,3,5,-2,2,0,1,0,,1714,7961,W,L,W 5-3 vs. Winnipeg Jets,L 3-5 @ Buffalo Sabres,0
1988,1988-02-28,Calgary Flames,Edmonton Oilers,3,2,1,-1,1,0,0,,1714,7962,L,W,L 2-3 vs. Calgary Flames,W 3-2 @ Edmonton Oilers,0
1988,1988-02-29,St. Louis Blues,New York Rangers,2,5,-3,3,0,1,0,,1715,7963,W,L,W 5-2 vs. St. Louis Blues,L 2-5 @ New York Rangers,0
1988,1988-02-29,Montreal Canadiens,Quebec Nordiques,2,1,1,-1,1,0,0,,1715,7964,L,W,L 1-2 vs. Montreal Canadiens,W 2-1 @ Quebec Nordiques,0
1988,1988-03-01,Buffalo Sabres,Detroit Red Wings,0,4,-4,4,0,1,0,,1716,7965,W,L,W 4-0 vs. Buffalo Sabres,L 0-4 @ Detroit Red Wings,0
1988,1988-03-01,Los Angeles Kings,Edmonton Oilers,3,5,-2,2,0,1,0,,1716,7966,W,L,W 5-3 vs. Los Angeles Kings,L 3-5 @ Edmonton Oilers,0
1988,1988-03-01,St. Louis Blues,New York Islanders,0,2,-2,2,0,1,0,,1716,7967,W,L,W 2-0 vs. St. Louis Blues,L 0-2 @ New York Islanders,0
1988,1988-03-01,Minnesota North Stars,Pittsburgh Penguins,3,8,-5,5,0,1,0,,1716,7968,W,L,W 8-3 vs. Minnesota North Stars,L 3-8 @ Pittsburgh Penguins,0
1988,1988-03-01,Philadelphia Flyers,Vancouver Canucks,7,3,4,-4,1,0,0,,1716,7969,L,W,L 3-7 vs. Philadelphia Flyers,W 7-3 @ Vancouver Canucks,0
1988,1988-03-01,Hartford Whalers,Winnipeg Jets,3,6,-3,3,0,1,0,,1716,7970,W,L,W 6-3 vs. Hartford Whalers,L 3-6 @ Winnipeg Jets,0
1988,1988-03-01,New Jersey Devils,Washington Capitals,3,5,-2,2,0,1,0,,1716,7971,W,L,W 5-3 vs. New Jersey Devils,L 3-5 @ Washington Capitals,0
1988,1988-03-02,Quebec Nordiques,Toronto Maple Leafs,4,3,1,-1,1,0,0,,1717,7972,L,W,L 3-4 vs. Quebec Nordiques,W 4-3 @ Toronto Maple Leafs,0
1988,1988-03-02,New York Islanders,New York Rangers,1,3,-2,2,0,1,0,,1717,7973,W,L,W 3-1 vs. New York Islanders,L 1-3 @ New York Rangers,0
1988,1988-03-02,Hartford Whalers,Chicago Blackhawks,2,1,1,-1,1,0,0,,1717,7974,L,W,L 1-2 vs. Hartford Whalers,W 2-1 @ Chicago Blackhawks,0
1988,1988-03-02,Washington Capitals,New Jersey Devils,6,1,5,-5,1,0,0,,1717,7975,L,W,L 1-6 vs. Washington Capitals,W 6-1 @ New Jersey Devils,0
1988,1988-03-03,Toronto Maple Leafs,Boston Bruins,3,5,-2,2,0,1,0,,1718,7976,W,L,W 5-3 vs. Toronto Maple Leafs,L 3-5 @ Boston Bruins,0
1988,1988-03-03,Philadelphia Flyers,Calgary Flames,3,6,-3,3,0,1,0,,1718,7977,W,L,W 6-3 vs. Philadelphia Flyers,L 3-6 @ Calgary Flames,0
1988,1988-03-03,Minnesota North Stars,Detroit Red Wings,3,6,-3,3,0,1,0,,1718,7978,W,L,W 6-3 vs. Minnesota North Stars,L 3-6 @ Detroit Red Wings,0
1988,1988-03-03,Montreal Canadiens,St. Louis Blues,4,2,2,-2,1,0,0,,1718,7979,L,W,L 2-4 vs. Montreal Canadiens,W 4-2 @ St. Louis Blues,0
1988,1988-03-03,Vancouver Canucks,Winnipeg Jets,3,4,-1,1,0,1,0,,1718,7980,W,L,W 4-3 vs. Vancouver Canucks,L 3-4 @ Winnipeg Jets,0
1988,1988-03-04,New York Rangers,Buffalo Sabres,3,6,-3,3,0,1,0,,1719,7981,W,L,W 6-3 vs. New York Rangers,L 3-6 @ Buffalo Sabres,0
1988,1988-03-04,Philadelphia Flyers,Edmonton Oilers,4,7,-3,3,0,1,0,,1719,7982,W,L,W 7-4 vs. Philadelphia Flyers,L 4-7 @ Edmonton Oilers,0
1988,1988-03-04,Quebec Nordiques,Washington Capitals,2,6,-4,4,0,1,0,,1719,7983,W,L,W 6-2 vs. Quebec Nordiques,L 2-6 @ Washington Capitals,0
1988,1988-03-05,Winnipeg Jets,Toronto Maple Leafs,10,1,9,-9,1,0,0,,1720,7984,L,W,L 1-10 vs. Winnipeg Jets,W 10-1 @ Toronto Maple Leafs,0
1988,1988-03-05,Detroit Red Wings,St. Louis Blues,4,4,0,0,0,0,1,OT,1720,7985,T,T,T 4-4 vs. Detroit Red Wings (OT),T 4-4 @ St. Louis Blues (OT),0
1988,1988-03-05,New York Islanders,Pittsburgh Penguins,3,8,-5,5,0,1,0,,1720,7986,W,L,W 8-3 vs. New York Islanders,L 3-8 @ Pittsburgh Penguins,0
1988,1988-03-05,Chicago Blackhawks,Minnesota North Stars,4,2,2,-2,1,0,0,,1720,7987,L,W,L 2-4 vs. Chicago Blackhawks,W 4-2 @ Minnesota North Stars,0
1988,1988-03-05,New York Rangers,Hartford Whalers,1,3,-2,2,0,1,0,,1720,7988,W,L,W 3-1 vs. New York Rangers,L 1-3 @ Hartford Whalers,0
1988,1988-03-05,Edmonton Oilers,Calgary Flames,4,7,-3,3,0,1,0,,1720,7989,W,L,W 7-4 vs. Edmonton Oilers,L 4-7 @ Calgary Flames,0
1988,1988-03-05,New Jersey Devils,Boston Bruins,7,6,1,-1,1,0,0,OT,1720,7990,L,W,L 6-7 vs. New Jersey Devils (OT),W 7-6 @ Boston Bruins (OT),0
1988,1988-03-05,Montreal Canadiens,Los Angeles Kings,7,6,1,-1,1,0,0,OT,1720,7991,L,W,L 6-7 vs. Montreal Canadiens (OT),W 7-6 @ Los Angeles Kings (OT),0
1988,1988-03-06,Boston Bruins,Buffalo Sabres,0,3,-3,3,0,1,0,,1721,7992,W,L,W 3-0 vs. Boston Bruins,L 0-3 @ Buffalo Sabres,0
1988,1988-03-06,Detroit Red Wings,Chicago Blackhawks,4,3,1,-1,1,0,0,,1721,7993,L,W,L 3-4 vs. Detroit Red Wings,W 4-3 @ Chicago Blackhawks,0
1988,1988-03-06,Philadelphia Flyers,New Jersey Devils,2,4,-2,2,0,1,0,,1721,7994,W,L,W 4-2 vs. Philadelphia Flyers,L 2-4 @ New Jersey Devils,0
1988,1988-03-06,New York Islanders,Quebec Nordiques,2,0,2,-2,1,0,0,,1721,7995,L,W,L 0-2 vs. New York Islanders,W 2-0 @ Quebec Nordiques,0
1988,1988-03-06,Vancouver Canucks,Washington Capitals,2,7,-5,5,0,1,0,,1721,7996,W,L,W 7-2 vs. Vancouver Canucks,L 2-7 @ Washington Capitals,0
1988,1988-03-07,Pittsburgh Penguins,Calgary Flames,5,4,1,-1,1,0,0,,1722,7997,L,W,L 4-5 vs. Pittsburgh Penguins,W 5-4 @ Calgary Flames,0
1988,1988-03-07,Edmonton Oilers,Winnipeg Jets,6,0,6,-6,1,0,0,,1722,7998,L,W,L 0-6 vs. Edmonton Oilers,W 6-0 @ Winnipeg Jets,0
1988,1988-03-08,Toronto Maple Leafs,St. Louis Blues,2,3,-1,1,0,1,0,,1723,7999,W,L,W 3-2 vs. Toronto Maple Leafs,L 2-3 @ St. Louis Blues,0
1988,1988-03-08,Hartford Whalers,Quebec Nordiques,4,6,-2,2,0,1,0,,1723,8000,W,L,W 6-4 vs. Hartford Whalers,L 4-6 @ Quebec Nordiques,0
1988,1988-03-08,Vancouver Canucks,New York Islanders,4,7,-3,3,0,1,0,,1723,8001,W,L,W 7-4 vs. Vancouver Canucks,L 4-7 @ New York Islanders,0
1988,1988-03-08,Boston Bruins,Detroit Red Wings,0,2,-2,2,0,1,0,,1723,8002,W,L,W 2-0 vs. Boston Bruins,L 0-2 @ Detroit Red Wings,0
1988,1988-03-08,New Jersey Devils,New York Rangers,4,7,-3,3,0,1,0,,1723,8003,W,L,W 7-4 vs. New Jersey Devils,L 4-7 @ New York Rangers,0
1988,1988-03-09,Toronto Maple Leafs,Chicago Blackhawks,3,4,-1,1,0,1,0,,1724,8004,W,L,W 4-3 vs. Toronto Maple Leafs,L 3-4 @ Chicago Blackhawks,0
1988,1988-03-09,Montreal Canadiens,Edmonton Oilers,4,1,3,-3,1,0,0,,1724,8005,L,W,L 1-4 vs. Montreal Canadiens,W 4-1 @ Edmonton Oilers,0
1988,1988-03-09,Los Angeles Kings,Hartford Whalers,4,5,-1,1,0,1,0,,1724,8006,W,L,W 5-4 vs. Los Angeles Kings,L 4-5 @ Hartford Whalers,0
1988,1988-03-09,Buffalo Sabres,Minnesota North Stars,6,2,4,-4,1,0,0,,1724,8007,L,W,L 2-6 vs. Buffalo Sabres,W 6-2 @ Minnesota North Stars,0
1988,1988-03-09,Calgary Flames,Winnipeg Jets,6,6,0,0,0,0,1,OT,1724,8008,T,T,T 6-6 vs. Calgary Flames (OT),T 6-6 @ Winnipeg Jets (OT),0
1988,1988-03-10,Pittsburgh Penguins,St. Louis Blues,4,6,-2,2,0,1,0,,1725,8009,W,L,W 6-4 vs. Pittsburgh Penguins,L 4-6 @ St. Louis Blues,0
1988,1988-03-10,Washington Capitals,Philadelphia Flyers,2,5,-3,3,0,1,0,,1725,8010,W,L,W 5-2 vs. Washington Capitals,L 2-5 @ Philadelphia Flyers,0
1988,1988-03-10,Quebec Nordiques,New York Islanders,4,3,1,-1,1,0,0,,1725,8011,L,W,L 3-4 vs. Quebec Nordiques,W 4-3 @ New York Islanders,0
1988,1988-03-10,Winnipeg Jets,Calgary Flames,3,5,-2,2,0,1,0,,1725,8012,W,L,W 5-3 vs. Winnipeg Jets,L 3-5 @ Calgary Flames,0
1988,1988-03-10,Los Angeles Kings,Boston Bruins,3,3,0,0,0,0,1,OT,1725,8013,T,T,T 3-3 vs. Los Angeles Kings (OT),T 3-3 @ Boston Bruins (OT),0
1988,1988-03-10,Vancouver Canucks,Detroit Red Wings,2,5,-3,3,0,1,0,,1725,8014,W,L,W 5-2 vs. Vancouver Canucks,L 2-5 @ Detroit Red Wings,0
1988,1988-03-12,Buffalo Sabres,Calgary Flames,4,10,-6,6,0,1,0,,1726,8015,W,L,W 10-4 vs. Buffalo Sabres,L 4-10 @ Calgary Flames,0
1988,1988-03-12,Pittsburgh Penguins,Minnesota North Stars,3,6,-3,3,0,1,0,,1726,8016,W,L,W 6-3 vs. Pittsburgh Penguins,L 3-6 @ Minnesota North Stars,0
1988,1988-03-12,Hartford Whalers,Montreal Canadiens,0,5,-5,5,0,1,0,,1726,8017,W,L,W 5-0 vs. Hartford Whalers,L 0-5 @ Montreal Canadiens,0
1988,1988-03-12,Detroit Red Wings,New York Islanders,4,3,1,-1,1,0,0,,1726,8018,L,W,L 3-4 vs. Detroit Red Wings,W 4-3 @ New York Islanders,0
1988,1988-03-12,New Jersey Devils,Philadelphia Flyers,6,5,1,-1,1,0,0,,1726,8019,L,W,L 5-6 vs. New Jersey Devils,W 6-5 @ Philadelphia Flyers,0
