season,team,conferenceName,divisionName,points,gamesPlayed,wins,losses,otLosses,ties,regulationWins,regulationPlusOtWins,goalFor,goalAgainst,leagueSequence,conferenceSequence,divisionSequence,wildcardSequence
2023,Vegas Golden Knights,Western,Pacific,111,82,51,22,9,0,38,46,272,229,5,1,1,0
2023,Edmonton Oilers,Western,Pacific,109,82,50,23,9,0,45,50,325,260,6,2,2,0
2023,Colorado Avalanche,Western,Central,109,82,51,24,7,0,36,45,280,226,7,3,1,0
2023,Dallas Stars,Western,Central,108,82,47,21,14,0,39,43,285,218,8,4,2,0
2023,New York Rangers,Eastern,Metropolitan,107,82,47,22,13,0,37,43,277,219,9,5,3,0
2023,Los Angeles Kings,Western,Pacific,104,82,47,25,10,0,37,41,280,257,10,5,3,0
2023,Minnesota Wild,Western,Central,103,82,46,25,11,0,34,39,246,225,11,6,3,0
2023,Seattle Kraken,Western,Pacific,100,82,46,28,8,0,37,46,289,256,12,7,4,1
2023,Tampa Bay Lightning,Eastern,Atlantic,98,82,46,30,6,0,38,43,283,254,13,6,3,0
2023,Winnipeg Jets,Western,Central,95,82,46,33,3,0,36,45,247,225,14,8,4,2
2023,New York Islanders,Eastern,Metropolitan,93,82,42,31,9,0,36,41,243,222,15,7,4,1
2023,Calgary Flames,Western,Pacific,93,82,38,27,17,0,31,36,260,252,16,9,5,3
2023,Florida Panthers,Eastern,Atlantic,92,82,42,32,8,0,36,40,290,273,17,8,4,2
2023,Nashville Predators,Western,Central,92,82,42,32,8,0,29,36,229,238,18,10,5,4
2023,Pittsburgh Penguins,Eastern,Metropolitan,91,82,40,31,11,0,31,39,262,264,19,9,5,3
2023,Buffalo Sabres,Eastern,Atlantic,91,82,42,33,7,0,30,39,296,300,20,10,5,4
2023,Ottawa Senators,Eastern,Atlantic,86,82,39,35,8,0,31,37,261,271,21,11,6,5
2023,Vancouver Canucks,Western,Pacific,83,82,38,37,7,0,24,32,276,298,22,11,6,5
2023,St. Louis Blues,Western,Central,81,82,37,38,7,0,27,34,263,301,23,12,6,6
2023,Detroit Red Wings,Eastern,Atlantic,80,82,35,37,10,0,28,32,240,279,24,12,7,6
2023,Washington Capitals,Eastern,Metropolitan,80,82,35,37,10,0,27,33,255,265,25,13,6,7
2023,Philadelphia Flyers,Eastern,Metropolitan,75,82,31,38,13,0,26,29,222,277,26,14,7,8
2023,Arizona Coyotes,Western,Central,70,82,28,40,14,0,20,25,228,299,27,13,7,7
2023,Montreal Canadiens,Eastern,Atlantic,68,82,31,45,6,0,21,26,232,307,28,15,8,9
2023,San Jose Sharks,Western,Pacific,60,82,22,44,16,0,16,21,234,321,29,14,7,8
2023,Chicago Blackhawks,Western,Central,59,82,26,49,7,0,18,24,204,301,30,15,8,9
2023,Columbus Blue Jackets,Eastern,Metropolitan,59,82,25,48,9,0,15,24,214,330,31,16,8,10
2023,Anaheim Ducks,Western,Pacific,58,82,23,47,12,0,13,20,209,338,32,16,8,10
2024,New York Rangers,Eastern,Metropolitan,114,82,55,23,4,0,43,51,282,229,1,1,1,0
2024,Dallas Stars,Western,Central,113,82,52,21,9,0,40,48,298,234,2,1,1,0
2024,Carolina Hurricanes,Eastern,Metropolitan,111,82,52,23,7,0,44,50,279,216,3,2,2,0
2024,Winnipeg Jets,Western,Central,110,82,52,24,6,0,46,52,259,199,4,2,2,0
2024,Florida Panthers,Eastern,Atlantic,110,82,52,24,6,0,42,49,268,200,5,3,1,0
2024,Vancouver Canucks,Western,Pacific,109,82,50,23,9,0,44,50,279,223,6,3,1,0
2024,Boston Bruins,Eastern,Atlantic,109,82,47,20,15,0,36,43,267,224,7,4,2,0
2024,Colorado Avalanche,Western,Central,107,82,50,25,7,0,42,48,304,254,8,4,3,0
2024,Edmonton Oilers,Western,Pacific,104,82,49,27,6,0,39,47,294,237,9,5,2,0
2024,Toronto Maple Leafs,Eastern,Atlantic,102,82,46,26,10,0,33,41,303,263,10,5,3,0
2024,Nashville Predators,Western,Central,99,82,47,30,5,0,38,44,269,248,11,6,4,1
2024,Los Angeles Kings,Western,Pacific,99,82,44,27,11,0,37,42,256,215,12,7,3,0
2024,Tampa Bay Lightning,Eastern,Atlantic,98,82,45,29,8,0,37,42,291,268,13,6,4,1
2024,Vegas Golden Knights,Western,Pacific,98,82,45,29,8,0,34,41,267,245,14,8,4,2
2024,New York Islanders,Eastern,Metropolitan,94,82,39,27,16,0,29,38,246,263,15,7,3,0
2024,St. Louis Blues,Western,Central,92,82,43,33,6,0,31,38,239,250,16,9,5,3
2024,Washington Capitals,Eastern,Metropolitan,91,82,40,31,11,0,32,36,220,257,17,8,4,2
2024,Detroit Red Wings,Eastern,Atlantic,91,82,41,32,9,0,27,38,278,274,18,9,5,3
2024,Pittsburgh Penguins,Eastern,Metropolitan,88,82,38,32,12,0,32,36,255,251,19,10,5,4
2024,Minnesota Wild,Western,Central,87,82,39,34,9,0,32,36,251,263,20,10,6,4
2024,Philadelphia Flyers,Eastern,Metropolitan,87,82,38,33,11,0,30,34,235,261,21,11,6,5
2024,Buffalo Sabres,Eastern,Atlantic,84,82,39,37,6,0,33,37,246,244,22,12,6,6
2024,New Jersey Devils,Eastern,Metropolitan,81,82,38,39,5,0,33,38,264,283,23,13,7,7
2024,Calgary Flames,Western,Pacific,81,82,38,39,5,0,32,38,253,271,24,11,5,5
2024,Seattle Kraken,Western,Pacific,81,82,34,35,13,0,28,31,217,236,25,12,6,6
2024,Ottawa Senators,Eastern,Atlantic,78,82,37,41,4,0,25,32,255,281,26,14,7,8
2024,Arizona Coyotes,Western,Central,77,82,36,41,5,0,28,34,256,274,27,13,7,7
2024,Montreal Canadiens,Eastern,Atlantic,76,82,30,36,16,0,20,26,236,289,28,15,8,9
2024,Columbus Blue Jackets,Eastern,Metropolitan,66,82,27,43,12,0,21,24,237,300,29,16,8,10
2024,Anaheim Ducks,Western,Pacific,59,82,27,50,5,0,21,26,204,295,30,14,7,8
2024,Chicago Blackhawks,Western,Central,52,82,23,53,6,0,17,22,179,290,31,15,8,9
2024,San Jose Sharks,Western,Pacific,47,82,19,54,9,0,14,18,181,331,32,16,8,10
2025,Winnipeg Jets,Western,Central,116,82,56,22,4,0,43,54,277,191,1,1,1,0
2025,Washington Capitals,Eastern,Metropolitan,111,82,51,22,9,0,43,49,288,232,2,1,1,0
2025,Vegas Golden Knights,Western,Pacific,110,82,50,22,10,0,46,49,275,219,3,2,1,0
2025,Toronto Maple Leafs,Eastern,Atlantic,108,82,52,26,4,0,41,51,268,231,4,2,1,0
2025,Dallas Stars,Western,Central,106,82,50,26,6,0,41,48,277,224,5,3,2,0
2025,Los Angeles Kings,Western,Pacific,105,82,48,25,9,0,43,47,250,206,6,4,2,0
2025,Tampa Bay Lightning,Eastern,Atlantic,102,82,47,27,8,0,41,45,294,219,7,3,2,0
2025,Colorado Avalanche,Western,Central,102,82,49,29,4,0,40,45,277,234,8,5,3,0
2025,Edmonton Oilers,Western,Pacific,101,82,48,29,5,0,36,48,259,236,9,6,3,0
2025,Carolina Hurricanes,Eastern,Metropolitan,99,82,47,30,5,0,42,47,266,233,10,4,2,0
2025,Florida Panthers,Eastern,Atlantic,98,82,47,31,4,0,37,41,252,223,11,5,3,0
2025,Ottawa Senators,Eastern,Atlantic,97,82,45,30,7,0,35,44,243,234,12,6,4,1
2025,Minnesota Wild,Western,Central,97,82,45,30,7,0,33,42,228,239,13,7,4,1
2025,St. Louis Blues,Western,Central,96,82,44,30,8,0,32,40,254,233,14,8,5,2
2025,Calgary Flames,Western,Pacific,96,82,41,27,14,0,31,36,225,238,15,9,4,3
2025,New Jersey Devils,Eastern,Metropolitan,91,82,42,33,7,0,36,40,242,222,16,7,3,0
2025,Montreal Canadiens,Eastern,Atlantic,91,82,40,31,11,0,30,38,245,265,17,8,5,2
2025,Vancouver Canucks,Western,Pacific,90,82,38,30,14,0,28,35,236,253,18,10,5,4
2025,Utah Mammoth,Western,Central,89,82,38,31,13,0,30,37,241,251,19,11,6,5
2025,Columbus Blue Jackets,Eastern,Metropolitan,89,82,40,33,9,0,30,34,273,268,20,9,4,3
2025,Detroit Red Wings,Eastern,Atlantic,86,82,39,35,8,0,30,36,238,259,21,10,6,4
2025,New York Rangers,Eastern,Metropolitan,85,82,39,36,7,0,35,38,256,255,22,11,5,5
2025,New York Islanders,Eastern,Metropolitan,82,82,35,35,12,0,28,33,224,260,23,12,6,6
2025,Pittsburgh Penguins,Eastern,Metropolitan,80,82,34,36,12,0,24,33,243,293,24,13,7,7
2025,Anaheim Ducks,Western,Pacific,80,82,35,37,10,0,24,31,221,263,25,12,6,6
2025,Buffalo Sabres,Eastern,Atlantic,79,82,36,39,7,0,29,32,269,289,26,14,7,8
2025,Seattle Kraken,Western,Pacific,76,82,35,41,6,0,28,33,247,265,27,13,7,7
2025,Boston Bruins,Eastern,Atlantic,76,82,33,39,10,0,26,33,222,272,28,15,8,9
2025,Philadelphia Flyers,Eastern,Metropolitan,76,82,33,39,10,0,21,27,238,286,29,16,8,10
2025,Nashville Predators,Western,Central,68,82,30,44,8,0,24,28,214,274,30,14,7,8
2025,Chicago Blackhawks,Western,Central,61,82,25,46,11,0,20,23,226,296,31,15,8,9
2025,San Jose Sharks,Western,Pacific,52,82,20,50,12,0,14,18,210,315,32,16,8,10
2026,Colorado Avalanche,Western,Central,121,82,55,16,11,0,48,51,302,203,1,1,1,0
2026,Carolina Hurricanes,Eastern,Metropolitan,113,82,53,22,7,0,39,48,296,240,2,1,1,0
2026,Dallas Stars,Western,Central,112,82,50,20,12,0,38,44,279,226,3,2,2,0
2026,Buffalo Sabres,Eastern,Atlantic,109,82,50,23,9,0,42,45,288,241,4,2,1,0
2026,Tampa Bay Lightning,Eastern,Atlantic,106,82,50,26,6,0,40,46,290,231,5,3,2,0
2026,Montreal Canadiens,Eastern,Atlantic,106,82,48,24,10,0,34,44,283,256,6,4,3,0
2026,Minnesota Wild,Western,Central,104,82,46,24,12,0,31,42,272,240,7,3,3,0
2026,Boston Bruins,Eastern,Atlantic,100,82,45,27,10,0,33,41,272,250,8,5,4,1
2026,Ottawa Senators,Eastern,Atlantic,99,82,44,27,11,0,38,41,278,246,9,6,5,2
2026,Pittsburgh Penguins,Eastern,Metropolitan,98,82,41,25,16,0,34,38,293,268,10,7,2,0
2026,Philadelphia Flyers,Eastern,Metropolitan,98,82,43,27,12,0,27,33,250,243,11,8,3,0
2026,Washington Capitals,Eastern,Metropolitan,95,82,43,30,9,0,37,41,263,244,12,9,4,3
2026,Vegas Golden Knights,Western,Pacific,95,82,39,26,17,0,30,38,265,250,13,4,1,0
2026,Edmonton Oilers,Western,Pacific,93,82,41,30,11,0,32,41,282,269,14,5,2,0
2026,Utah Mammoth,Western,Central,92,82,43,33,6,0,33,43,268,240,15,6,4,1
2026,Detroit Red Wings,Eastern,Atlantic,92,82,41,31,10,0,30,39,241,258,16,10,6,4
2026,Columbus Blue Jackets,Eastern,Metropolitan,92,82,40,30,12,0,28,33,253,253,17,11,5,5
2026,Anaheim Ducks,Western,Pacific,92,82,43,33,6,0,26,35,273,288,18,7,3,0
2026,New York Islanders,Eastern,Metropolitan,91,82,43,34,5,0,29,39,233,241,19,12,6,6
2026,Los Angeles Kings,Western,Pacific,90,82,35,27,20,0,22,30,225,247,20,8,4,2
2026,New Jersey Devils,Eastern,Metropolitan,87,82,42,37,3,0,29,38,230,254,21,13,7,7
2026,St. Louis Blues,Western,Central,86,82,37,33,12,0,33,36,231,258,22,9,5,3
2026,Nashville Predators,Western,Central,86,82,38,34,10,0,28,33,247,269,23,10,6,4
2026,San Jose Sharks,Western,Pacific,86,82,39,35,8,0,27,37,251,292,24,11,5,5
2026,Florida Panthers,Eastern,Atlantic,84,82,40,38,4,0,32,35,251,276,25,14,7,8
2026,Winnipeg Jets,Western,Central,82,82,35,35,12,0,28,33,231,260,26,12,7,6
2026,Seattle Kraken,Western,Pacific,79,82,34,37,11,0,26,32,226,263,27,13,6,7
2026,Toronto Maple Leafs,Eastern,Atlantic,78,82,32,36,14,0,23,31,253,299,28,15,8,9
2026,Calgary Flames,Western,Pacific,77,82,34,39,9,0,27,30,212,259,29,14,7,8
2026,New York Rangers,Eastern,Metropolitan,77,82,34,39,9,0,25,31,238,250,30,16,8,10
2026,Chicago Blackhawks,Western,Central,72,82,29,39,14,0,22,26,213,275,31,15,8,9
2026,Vancouver Canucks,Western,Pacific,58,82,25,49,8,0,15,19,216,316,32,16,8,10
