season,team,conferenceName,divisionName,points,gamesPlayed,wins,losses,otLosses,ties,regulationWins,regulationPlusOtWins,goalFor,goalAgainst,leagueSequence,conferenceSequence,divisionSequence,wildcardSequence
1980,Philadelphia Flyers,Clarence Campbell,Patrick,116,80,48,12,0,20,48,48,327,254,1,1,1,0
1980,Buffalo Sabres,Prince of Wales,Adams,110,80,47,17,0,16,47,47,318,201,2,1,1,0
1980,Montreal Canadiens,Prince of Wales,Norris,107,80,47,20,0,13,47,47,328,240,3,2,1,0
1980,Boston Bruins,Prince of Wales,Adams,105,80,46,21,0,13,46,46,310,234,4,3,2,0
1980,New York Islanders,Clarence Campbell,Patrick,91,80,39,28,0,13,39,39,281,247,5,2,2,0
1980,Minnesota North Stars,Prince of Wales,Adams,88,80,36,28,0,16,36,36,311,253,6,4,3,0
1980,Chicago Blackhawks,Clarence Campbell,Smythe,87,80,34,27,0,19,34,34,241,250,7,3,1,0
1980,New York Rangers,Clarence Campbell,Patrick,86,80,38,32,0,10,38,38,308,284,8,4,3,0
1980,Atlanta Flames,Clarence Campbell,Patrick,83,80,35,32,0,13,35,35,282,269,9,5,4,0
1980,St. Louis Blues,Clarence Campbell,Smythe,80,80,34,34,0,12,34,34,266,278,10,6,2,0
1980,Toronto Maple Leafs,Prince of Wales,Adams,75,80,35,40,0,5,35,35,304,327,11,5,4,0
1980,Los Angeles Kings,Prince of Wales,Norris,74,80,30,36,0,14,30,30,290,313,12,6,2,0
1980,Pittsburgh Penguins,Prince of Wales,Norris,73,80,30,37,0,13,30,30,251,303,13,7,3,0
1980,Hartford Whalers,Prince of Wales,Norris,73,80,27,34,0,19,27,27,303,312,14,8,4,0
1980,Vancouver Canucks,Clarence Campbell,Smythe,70,80,27,37,0,16,27,27,256,281,15,7,3,0
1980,Edmonton Oilers,Clarence Campbell,Smythe,69,80,28,39,0,13,28,28,301,322,16,8,4,0
1980,Washington Capitals,Clarence Campbell,Patrick,67,80,27,40,0,13,27,27,261,293,17,9,5,0
1980,Detroit Red Wings,Prince of Wales,Norris,63,80,26,43,0,11,26,26,268,306,18,9,5,0
1980,Quebec Nordiques,Prince of Wales,Adams,61,80,25,44,0,11,25,25,248,313,19,10,5,0
1980,Winnipeg Jets,Clarence Campbell,Smythe,51,80,20,49,0,11,20,20,214,314,20,10,5,0
1980,Colorado Rockies,Clarence Campbell,Smythe,51,80,19,48,0,13,19,19,234,308,21,11,6,0
1981,New York Islanders,Clarence Campbell,Patrick,110,80,48,18,0,14,48,48,355,260,1,1,1,0
1981,St. Louis Blues,Clarence Campbell,Smythe,107,80,45,18,0,17,45,45,352,281,2,2,1,0
1981,Montreal Canadiens,Prince of Wales,Norris,103,80,45,22,0,13,45,45,332,232,3,1,1,0
1981,Los Angeles Kings,Prince of Wales,Norris,99,80,43,24,0,13,43,43,337,290,4,3,2,0
1981,Buffalo Sabres,Prince of Wales,Adams,99,80,39,20,0,21,39,39,327,250,5,2,1,0
1981,Philadelphia Flyers,Clarence Campbell,Patrick,97,80,41,24,0,15,41,41,313,249,6,3,2,0
1981,Calgary Flames,Clarence Campbell,Patrick,92,80,39,27,0,14,39,39,329,298,7,4,3,0
1981,Boston Bruins,Prince of Wales,Adams,87,80,37,30,0,13,37,37,316,272,8,4,2,0
1981,Minnesota North Stars,Prince of Wales,Adams,87,80,35,28,0,17,35,35,291,263,9,5,3,0
1981,Chicago Blackhawks,Clarence Campbell,Smythe,78,80,31,33,0,16,31,31,304,315,10,5,2,0
1981,Quebec Nordiques,Prince of Wales,Adams,78,80,30,32,0,18,30,30,314,318,11,6,4,0
1981,Vancouver Canucks,Clarence Campbell,Smythe,76,80,28,32,0,20,28,28,289,301,12,6,3,0
1981,New York Rangers,Clarence Campbell,Patrick,74,80,30,36,0,14,30,30,312,317,13,8,4,0
1981,Edmonton Oilers,Clarence Campbell,Smythe,74,80,29,35,0,16,29,29,328,327,14,7,4,0
1981,Pittsburgh Penguins,Prince of Wales,Norris,73,80,30,37,0,13,30,30,302,345,15,7,3,0
1981,Toronto Maple Leafs,Prince of Wales,Adams,71,80,28,37,0,15,28,28,322,367,16,8,5,0
1981,Washington Capitals,Clarence Campbell,Patrick,70,80,26,36,0,18,26,26,286,317,17,9,5,0
1981,Hartford Whalers,Prince of Wales,Norris,60,80,21,41,0,18,21,21,292,372,18,9,4,0
1981,Colorado Rockies,Clarence Campbell,Smythe,57,80,22,45,0,13,22,22,258,344,19,10,5,0
1981,Detroit Red Wings,Prince of Wales,Norris,56,80,19,43,0,18,19,19,252,339,20,10,5,0
1981,Winnipeg Jets,Clarence Campbell,Smythe,32,80,9,57,0,14,9,9,246,400,21,11,6,0
1982,New York Islanders,Prince of Wales,Patrick,118,80,54,16,0,10,54,54,385,250,1,1,1,0
1982,Edmonton Oilers,Clarence Campbell,Smythe,111,80,48,17,0,15,48,48,417,295,2,1,1,0
1982,Montreal Canadiens,Prince of Wales,Adams,109,80,46,17,0,17,46,46,360,223,3,2,1,0
1982,Boston Bruins,Prince of Wales,Adams,96,80,43,27,0,10,43,43,323,285,4,3,2,0
1982,Minnesota North Stars,Clarence Campbell,Norris,94,80,37,23,0,20,37,37,346,288,5,2,1,0
1982,Buffalo Sabres,Prince of Wales,Adams,93,80,39,26,0,15,39,39,307,273,6,4,3,0
1982,New York Rangers,Prince of Wales,Patrick,92,80,39,27,0,14,39,39,316,306,7,5,2,0
1982,Philadelphia Flyers,Prince of Wales,Patrick,87,80,38,31,0,11,38,38,325,313,8,6,3,0
1982,Quebec Nordiques,Prince of Wales,Adams,82,80,33,31,0,16,33,33,356,345,9,7,4,0
1982,Winnipeg Jets,Clarence Campbell,Norris,80,80,33,33,0,14,33,33,319,332,10,3,2,0
1982,Vancouver Canucks,Clarence Campbell,Smythe,77,80,30,33,0,17,30,30,290,286,11,4,2,0
1982,Pittsburgh Penguins,Prince of Wales,Patrick,75,80,31,36,0,13,31,31,310,337,12,8,4,0
1982,Calgary Flames,Clarence Campbell,Smythe,75,80,29,34,0,17,29,29,334,345,13,5,3,0
1982,St. Louis Blues,Clarence Campbell,Norris,72,80,32,40,0,8,32,32,315,349,14,6,3,0
1982,Chicago Blackhawks,Clarence Campbell,Norris,72,80,30,38,0,12,30,30,332,363,15,7,4,0
1982,Washington Capitals,Prince of Wales,Patrick,65,80,26,41,0,13,26,26,319,338,16,9,5,0
1982,Los Angeles Kings,Clarence Campbell,Smythe,63,80,24,41,0,15,24,24,314,369,17,8,4,0
1982,Hartford Whalers,Prince of Wales,Adams,60,80,21,41,0,18,21,21,264,351,18,10,5,0
1982,Toronto Maple Leafs,Clarence Campbell,Norris,56,80,20,44,0,16,20,20,298,380,19,9,5,0
1982,Detroit Red Wings,Clarence Campbell,Norris,54,80,21,47,0,12,21,21,270,351,20,10,6,0
1982,Colorado Rockies,Clarence Campbell,Smythe,49,80,18,49,0,13,18,18,241,362,21,11,5,0
1983,Boston Bruins,Prince of Wales,Adams,110,80,50,20,0,10,50,50,327,228,1,1,1,0
1983,Philadelphia Flyers,Prince of Wales,Patrick,106,80,49,23,0,8,49,49,326,240,2,2,1,0
1983,Edmonton Oilers,Clarence Campbell,Smythe,106,80,47,21,0,12,47,47,424,315,3,1,1,0
1983,Chicago Blackhawks,Clarence Campbell,Norris,104,80,47,23,0,10,47,47,338,268,4,2,1,0
1983,Montreal Canadiens,Prince of Wales,Adams,98,80,42,24,0,14,42,42,350,286,5,3,2,0
1983,New York Islanders,Prince of Wales,Patrick,96,80,42,26,0,12,42,42,302,226,6,4,2,0
1983,Minnesota North Stars,Clarence Campbell,Norris,96,80,40,24,0,16,40,40,321,290,7,3,2,0
1983,Washington Capitals,Prince of Wales,Patrick,94,80,39,25,0,16,39,39,306,283,8,5,3,0
1983,Buffalo Sabres,Prince of Wales,Adams,89,80,38,29,0,13,38,38,318,285,9,6,3,0
1983,New York Rangers,Prince of Wales,Patrick,80,80,35,35,0,10,35,35,306,287,10,7,4,0
1983,Quebec Nordiques,Prince of Wales,Adams,80,80,34,34,0,12,34,34,343,336,11,8,4,0
1983,Calgary Flames,Clarence Campbell,Smythe,78,80,32,34,0,14,32,32,321,317,12,4,2,0
1983,Vancouver Canucks,Clarence Campbell,Smythe,75,80,30,35,0,15,30,30,303,309,13,5,3,0
1983,Winnipeg Jets,Clarence Campbell,Smythe,74,80,33,39,0,8,33,33,311,333,14,6,4,0
1983,Toronto Maple Leafs,Clarence Campbell,Norris,68,80,28,40,0,12,28,28,293,330,15,7,3,0
1983,Los Angeles Kings,Clarence Campbell,Smythe,66,80,27,41,0,12,27,27,308,365,16,8,5,0
1983,St. Louis Blues,Clarence Campbell,Norris,65,80,25,40,0,15,25,25,285,316,17,9,4,0
1983,Detroit Red Wings,Clarence Campbell,Norris,57,80,21,44,0,15,21,21,263,344,18,10,5,0
1983,New Jersey Devils,Prince of Wales,Patrick,48,80,17,49,0,14,17,17,230,338,19,9,5,0
1983,Hartford Whalers,Prince of Wales,Adams,45,80,19,54,0,7,19,19,261,403,20,10,5,0
1983,Pittsburgh Penguins,Prince of Wales,Patrick,45,80,18,53,0,9,18,18,257,394,21,11,6,0
1984,Edmonton Oilers,Clarence Campbell,Smythe,119,80,57,18,0,5,53,57,446,314,1,1,1,0
1984,New York Islanders,Prince of Wales,Patrick,104,80,50,26,0,4,47,50,357,269,2,1,1,0
1984,Boston Bruins,Prince of Wales,Adams,104,80,49,25,0,6,48,49,336,261,3,2,1,0
1984,Buffalo Sabres,Prince of Wales,Adams,103,80,48,25,0,7,43,48,315,257,4,3,2,0
1984,Washington Capitals,Prince of Wales,Patrick,101,80,48,27,0,5,47,48,308,226,5,4,2,0
1984,Philadelphia Flyers,Prince of Wales,Patrick,98,80,44,26,0,10,41,44,350,290,6,5,3,0
1984,Quebec Nordiques,Prince of Wales,Adams,94,80,42,28,0,10,42,42,360,278,7,6,3,0
1984,New York Rangers,Prince of Wales,Patrick,93,80,42,29,0,9,37,42,314,304,8,7,4,0
1984,Minnesota North Stars,Clarence Campbell,Norris,88,80,39,31,0,10,34,39,345,344,9,2,1,0
1984,Calgary Flames,Clarence Campbell,Smythe,82,80,34,32,0,14,30,34,311,314,10,3,2,0
1984,Montreal Canadiens,Prince of Wales,Adams,75,80,35,40,0,5,34,35,286,295,11,8,4,0
1984,Vancouver Canucks,Clarence Campbell,Smythe,73,80,32,39,0,9,29,32,306,328,12,4,3,0
1984,Winnipeg Jets,Clarence Campbell,Smythe,73,80,31,38,0,11,24,31,340,374,13,5,4,0
1984,St. Louis Blues,Clarence Campbell,Norris,71,80,32,41,0,7,29,32,293,316,14,6,2,0
1984,Detroit Red Wings,Clarence Campbell,Norris,69,80,31,42,0,7,28,31,298,323,15,7,3,0
1984,Chicago Blackhawks,Clarence Campbell,Norris,68,80,30,42,0,8,30,30,277,311,16,8,4,0
1984,Hartford Whalers,Prince of Wales,Adams,66,80,28,42,0,10,26,28,288,320,17,9,5,0
1984,Toronto Maple Leafs,Clarence Campbell,Norris,61,80,26,45,0,9,25,26,303,387,18,9,5,0
1984,Los Angeles Kings,Clarence Campbell,Smythe,59,80,23,44,0,13,22,23,309,376,19,10,5,0
1984,New Jersey Devils,Prince of Wales,Patrick,41,80,17,56,0,7,16,17,231,350,20,10,5,0
1984,Pittsburgh Penguins,Prince of Wales,Patrick,38,80,16,58,0,6,15,16,254,390,21,11,6,0
1985,Philadelphia Flyers,Prince of Wales,Patrick,113,80,53,20,0,7,52,53,348,241,1,1,1,0
1985,Edmonton Oilers,Clarence Campbell,Smythe,109,80,49,20,0,11,49,49,401,298,2,1,1,0
1985,Washington Capitals,Prince of Wales,Patrick,101,80,46,25,0,9,43,46,322,240,3,2,2,0
1985,Winnipeg Jets,Clarence Campbell,Smythe,96,80,43,27,0,10,40,43,358,332,4,2,2,0
1985,Calgary Flames,Clarence Campbell,Smythe,94,80,41,27,0,12,40,41,363,302,5,3,3,0
1985,Montreal Canadiens,Prince of Wales,Adams,94,80,41,27,0,12,38,41,309,262,6,3,1,0
1985,Quebec Nordiques,Prince of Wales,Adams,91,80,41,30,0,9,38,41,323,275,7,4,2,0
1985,Buffalo Sabres,Prince of Wales,Adams,90,80,38,28,0,14,38,38,290,237,8,5,3,0
1985,New York Islanders,Prince of Wales,Patrick,86,80,40,34,0,6,39,40,345,312,9,6,3,0
1985,St. Louis Blues,Clarence Campbell,Norris,86,80,37,31,0,12,35,37,299,288,10,4,1,0
1985,Chicago Blackhawks,Clarence Campbell,Norris,83,80,38,35,0,7,36,38,309,299,11,5,2,0
1985,Boston Bruins,Prince of Wales,Adams,82,80,36,34,0,10,32,36,303,287,12,7,4,0
1985,Los Angeles Kings,Clarence Campbell,Smythe,82,80,34,32,0,14,31,34,339,326,13,6,4,0
1985,Hartford Whalers,Prince of Wales,Adams,69,80,30,41,0,9,26,30,268,318,14,8,5,0
1985,Detroit Red Wings,Clarence Campbell,Norris,66,80,27,41,0,12,27,27,313,357,15,7,3,0
1985,New York Rangers,Prince of Wales,Patrick,62,80,26,44,0,10,24,26,295,345,16,9,4,0
1985,Minnesota North Stars,Clarence Campbell,Norris,62,80,25,43,0,12,24,25,268,321,17,8,4,0
1985,Vancouver Canucks,Clarence Campbell,Smythe,59,80,25,46,0,9,18,25,284,401,18,9,5,0
1985,New Jersey Devils,Prince of Wales,Patrick,54,80,22,48,0,10,22,22,264,346,19,10,5,0
1985,Pittsburgh Penguins,Prince of Wales,Patrick,53,80,24,51,0,5,21,24,276,385,20,11,6,0
1985,Toronto Maple Leafs,Clarence Campbell,Norris,48,80,20,52,0,8,15,20,253,358,21,10,5,0
1986,Edmonton Oilers,Clarence Campbell,Smythe,119,80,56,17,0,7,51,56,426,310,1,1,1,0
1986,Philadelphia Flyers,Prince of Wales,Patrick,110,80,53,23,0,4,49,53,335,241,2,1,1,0
1986,Washington Capitals,Prince of Wales,Patrick,107,80,50,23,0,7,46,50,315,272,3,2,2,0
1986,Quebec Nordiques,Prince of Wales,Adams,92,80,43,31,0,6,39,43,330,289,4,3,1,0
1986,New York Islanders,Prince of Wales,Patrick,90,80,39,29,0,12,35,39,327,284,5,4,3,0
1986,Calgary Flames,Clarence Campbell,Smythe,89,80,40,31,0,9,39,40,354,315,6,2,2,0
1986,Montreal Canadiens,Prince of Wales,Adams,87,80,40,33,0,7,39,40,330,280,7,5,2,0
1986,Chicago Blackhawks,Clarence Campbell,Norris,86,80,39,33,0,8,36,39,351,349,8,3,1,0
1986,Boston Bruins,Prince of Wales,Adams,86,80,37,31,0,12,35,37,311,288,9,6,3,0
1986,Minnesota North Stars,Clarence Campbell,Norris,85,80,38,33,0,9,34,38,327,305,10,4,2,0
1986,Hartford Whalers,Prince of Wales,Adams,84,80,40,36,0,4,39,40,332,302,11,7,4,0
1986,St. Louis Blues,Clarence Campbell,Norris,83,80,37,34,0,9,32,37,302,291,12,5,3,0
1986,Buffalo Sabres,Prince of Wales,Adams,80,80,37,37,0,6,36,37,296,291,13,8,5,0
1986,New York Rangers,Prince of Wales,Patrick,78,80,36,38,0,6,36,36,280,276,14,9,4,0
1986,Pittsburgh Penguins,Prince of Wales,Patrick,76,80,34,38,0,8,31,34,313,305,15,10,5,0
1986,New Jersey Devils,Prince of Wales,Patrick,59,80,28,49,0,3,24,28,300,374,16,11,6,0
1986,Winnipeg Jets,Clarence Campbell,Smythe,59,80,26,47,0,7,26,26,295,372,17,6,3,0
1986,Vancouver Canucks,Clarence Campbell,Smythe,59,80,23,44,0,13,22,23,282,333,18,7,4,0
1986,Toronto Maple Leafs,Clarence Campbell,Norris,57,80,25,48,0,7,21,25,311,386,19,8,4,0
1986,Los Angeles Kings,Clarence Campbell,Smythe,54,80,23,49,0,8,20,23,284,389,20,9,5,0
1986,Detroit Red Wings,Clarence Campbell,Norris,40,80,17,57,0,6,15,17,266,415,21,10,5,0
1987,Edmonton Oilers,Clarence Campbell,Smythe,106,80,50,24,0,6,45,50,372,284,1,1,1,0
1987,Philadelphia Flyers,Prince of Wales,Patrick,100,80,46,26,0,8,45,46,310,245,2,1,1,0
1987,Calgary Flames,Clarence Campbell,Smythe,95,80,46,31,0,3,45,46,318,289,3,2,2,0
1987,Hartford Whalers,Prince of Wales,Adams,93,80,43,30,0,7,41,43,287,270,4,2,1,0
1987,Montreal Canadiens,Prince of Wales,Adams,92,80,41,29,0,10,39,41,277,241,5,3,2,0
1987,Winnipeg Jets,Clarence Campbell,Smythe,88,80,40,32,0,8,38,40,279,271,6,3,3,0
1987,Washington Capitals,Prince of Wales,Patrick,86,80,38,32,0,10,33,38,285,278,7,4,2,0
1987,Boston Bruins,Prince of Wales,Adams,85,80,39,34,0,7,37,39,301,276,8,5,3,0
1987,New York Islanders,Prince of Wales,Patrick,82,80,35,33,0,12,30,35,279,281,9,6,3,0
1987,St. Louis Blues,Clarence Campbell,Norris,79,80,32,33,0,15,28,32,281,293,10,4,1,0
1987,Detroit Red Wings,Clarence Campbell,Norris,78,80,34,36,0,10,32,34,260,274,11,5,2,0
1987,New York Rangers,Prince of Wales,Patrick,76,80,34,38,0,8,29,34,307,323,12,7,4,0
1987,Quebec Nordiques,Prince of Wales,Adams,72,80,31,39,0,10,31,31,267,276,13,8,4,0
1987,Pittsburgh Penguins,Prince of Wales,Patrick,72,80,30,38,0,12,25,30,297,290,14,9,5,0
1987,Chicago Blackhawks,Clarence Campbell,Norris,72,80,29,37,0,14,28,29,290,310,15,6,3,0
1987,Toronto Maple Leafs,Clarence Campbell,Norris,70,80,32,42,0,6,29,32,286,319,16,7,4,0
1987,Los Angeles Kings,Clarence Campbell,Smythe,70,80,31,41,0,8,29,31,318,341,17,8,4,0
1987,Minnesota North Stars,Clarence Campbell,Norris,70,80,30,40,0,10,28,30,296,314,18,9,5,0
1987,Vancouver Canucks,Clarence Campbell,Smythe,66,80,29,43,0,8,27,29,282,314,19,10,5,0
1987,New Jersey Devils,Prince of Wales,Patrick,64,80,29,45,0,6,26,29,293,368,20,10,6,0
1987,Buffalo Sabres,Prince of Wales,Adams,64,80,28,44,0,8,27,28,280,308,21,11,5,0
1988,Calgary Flames,Clarence Campbell,Smythe,105,80,48,23,0,9,46,48,397,305,1,1,1,0
1988,Montreal Canadiens,Prince of Wales,Adams,103,80,45,22,0,13,44,45,298,238,2,1,1,0
1988,Edmonton Oilers,Clarence Campbell,Smythe,99,80,44,25,0,11,41,44,363,288,3,2,2,0
1988,Boston Bruins,Prince of Wales,Adams,94,80,44,30,0,6,40,44,300,251,4,2,2,0
1988,Detroit Red Wings,Clarence Campbell,Norris,93,80,41,28,0,11,39,41,322,269,5,3,1,0
1988,New York Islanders,Prince of Wales,Patrick,88,80,39,31,0,10,36,39,308,267,6,3,1,0
1988,Washington Capitals,Prince of Wales,Patrick,85,80,38,33,0,9,36,38,281,249,7,4,2,0
1988,Philadelphia Flyers,Prince of Wales,Patrick,85,80,38,33,0,9,37,38,292,292,8,5,3,0
1988,Buffalo Sabres,Prince of Wales,Adams,85,80,37,32,0,11,37,37,283,305,9,6,3,0
1988,New Jersey Devils,Prince of Wales,Patrick,82,80,38,36,0,6,34,38,295,296,10,7,4,0
1988,New York Rangers,Prince of Wales,Patrick,82,80,36,34,0,10,36,36,300,283,11,8,5,0
1988,Pittsburgh Penguins,Prince of Wales,Patrick,81,80,36,35,0,9,31,36,319,316,12,9,6,0
1988,Hartford Whalers,Prince of Wales,Adams,77,80,35,38,0,7,32,35,249,267,13,10,4,0
1988,Winnipeg Jets,Clarence Campbell,Smythe,77,80,33,36,0,11,25,33,292,310,14,4,3,0
1988,St. Louis Blues,Clarence Campbell,Norris,76,80,34,38,0,8,32,34,278,294,15,5,2,0
1988,Quebec Nordiques,Prince of Wales,Adams,69,80,32,43,0,5,30,32,271,306,16,11,5,0
1988,Chicago Blackhawks,Clarence Campbell,Norris,69,80,30,41,0,9,26,30,284,328,17,6,3,0
1988,Los Angeles Kings,Clarence Campbell,Smythe,68,80,30,42,0,8,29,30,318,359,18,7,4,0
1988,Vancouver Canucks,Clarence Campbell,Smythe,59,80,25,46,0,9,25,25,272,320,19,8,5,0
1988,Toronto Maple Leafs,Clarence Campbell,Norris,52,80,21,49,0,10,20,21,273,345,20,9,4,0
1988,Minnesota North Stars,Clarence Campbell,Norris,51,80,19,48,0,13,18,19,242,349,21,10,5,0
1989,Calgary Flames,Clarence Campbell,Smythe,117,80,54,17,0,9,49,54,354,226,1,1,1,0
1989,Montreal Canadiens,Prince of Wales,Adams,115,80,53,18,0,9,51,53,315,218,2,1,1,0
1989,Washington Capitals,Prince of Wales,Patrick,92,80,41,29,0,10,39,41,305,259,3,2,1,0
1989,Los Angeles Kings,Clarence Campbell,Smythe,91,80,42,31,0,7,36,42,376,335,4,2,2,0
1989,Boston Bruins,Prince of Wales,Adams,88,80,37,29,0,14,34,37,289,256,5,3,2,0
1989,Pittsburgh Penguins,Prince of Wales,Patrick,87,80,40,33,0,7,38,40,347,349,6,4,2,0
1989,Edmonton Oilers,Clarence Campbell,Smythe,84,80,38,34,0,8,34,38,325,306,7,3,3,0
1989,Buffalo Sabres,Prince of Wales,Adams,83,80,38,35,0,7,36,38,291,299,8,5,3,0
1989,New York Rangers,Prince of Wales,Patrick,82,80,37,35,0,8,36,37,310,307,9,6,3,0
1989,Philadelphia Flyers,Prince of Wales,Patrick,80,80,36,36,0,8,35,36,307,285,10,7,4,0
1989,Detroit Red Wings,Clarence Campbell,Norris,80,80,34,34,0,12,31,34,313,316,11,4,1,0
1989,Hartford Whalers,Prince of Wales,Adams,79,80,37,38,0,5,36,37,299,290,12,8,4,0
1989,St. Louis Blues,Clarence Campbell,Norris,78,80,33,35,0,12,30,33,275,285,13,5,2,0
1989,Vancouver Canucks,Clarence Campbell,Smythe,74,80,33,39,0,8,31,33,251,253,14,6,4,0
1989,Minnesota North Stars,Clarence Campbell,Norris,70,80,27,37,0,16,27,27,258,278,15,7,3,0
1989,Chicago Blackhawks,Clarence Campbell,Norris,66,80,27,41,0,12,25,27,297,335,16,8,4,0
1989,New Jersey Devils,Prince of Wales,Patrick,66,80,27,41,0,12,26,27,281,325,17,9,5,0
1989,Winnipeg Jets,Clarence Campbell,Smythe,64,80,26,42,0,12,20,26,300,355,18,9,5,0
1989,Toronto Maple Leafs,Clarence Campbell,Norris,62,80,28,46,0,6,27,28,259,342,19,10,5,0
1989,New York Islanders,Prince of Wales,Patrick,61,80,28,47,0,5,25,28,265,325,20,10,6,0
1989,Quebec Nordiques,Prince of Wales,Adams,61,80,27,46,0,7,25,27,269,342,21,11,5,0
1990,Boston Bruins,Prince of Wales,Adams,101,80,46,25,0,9,43,46,289,232,1,1,1,0
1990,Calgary Flames,Clarence Campbell,Smythe,99,80,42,23,0,15,39,42,348,265,2,1,1,0
1990,Buffalo Sabres,Prince of Wales,Adams,98,80,45,27,0,8,41,45,286,248,3,2,2,0
1990,Montreal Canadiens,Prince of Wales,Adams,93,80,41,28,0,11,37,41,288,234,4,3,3,0
1990,Edmonton Oilers,Clarence Campbell,Smythe,90,80,38,28,0,14,33,38,315,283,5,2,2,0
1990,Chicago Blackhawks,Clarence Campbell,Norris,88,80,41,33,0,6,39,41,316,294,6,3,1,0
1990,Hartford Whalers,Prince of Wales,Adams,85,80,38,33,0,9,38,38,275,268,7,4,4,0
1990,Winnipeg Jets,Clarence Campbell,Smythe,85,80,37,32,0,11,33,37,298,290,8,4,3,0
1990,New York Rangers,Prince of Wales,Patrick,85,80,36,31,0,13,34,36,279,267,9,5,1,0
1990,St. Louis Blues,Clarence Campbell,Norris,83,80,37,34,0,9,35,37,295,279,10,5,2,0
1990,New Jersey Devils,Prince of Wales,Patrick,83,80,37,34,0,9,34,37,295,288,11,6,2,0
1990,Toronto Maple Leafs,Clarence Campbell,Norris,80,80,38,38,0,4,35,38,337,358,12,6,3,0
1990,Washington Capitals,Prince of Wales,Patrick,78,80,36,38,0,6,34,36,284,275,13,7,3,0
1990,Minnesota North Stars,Clarence Campbell,Norris,76,80,36,40,0,4,33,36,284,291,14,7,4,0
1990,Los Angeles Kings,Clarence Campbell,Smythe,75,80,34,39,0,7,31,34,338,337,15,8,4,0
1990,New York Islanders,Prince of Wales,Patrick,73,80,31,38,0,11,28,31,281,288,16,8,4,0
1990,Pittsburgh Penguins,Prince of Wales,Patrick,72,80,32,40,0,8,29,32,318,359,17,9,5,0
1990,Philadelphia Flyers,Prince of Wales,Patrick,71,80,30,39,0,11,28,30,290,297,18,10,6,0
1990,Detroit Red Wings,Clarence Campbell,Norris,70,80,28,38,0,14,26,28,288,323,19,9,5,0
1990,Vancouver Canucks,Clarence Campbell,Smythe,64,80,25,41,0,14,23,25,245,306,20,10,5,0
1990,Quebec Nordiques,Prince of Wales,Adams,31,80,12,61,0,7,12,12,240,407,21,11,5,0
1991,Chicago Blackhawks,Clarence Campbell,Norris,106,80,49,23,0,8,46,49,284,211,1,1,1,0
1991,St. Louis Blues,Clarence Campbell,Norris,105,80,47,22,0,11,44,47,310,250,2,2,2,0
1991,Los Angeles Kings,Clarence Campbell,Smythe,102,80,46,24,0,10,42,46,340,254,3,3,1,0
1991,Calgary Flames,Clarence Campbell,Smythe,100,80,46,26,0,8,43,46,344,263,4,4,2,0
1991,Boston Bruins,Prince of Wales,Adams,100,80,44,24,0,12,39,44,299,264,5,1,1,0
1991,Montreal Canadiens,Prince of Wales,Adams,89,80,39,30,0,11,36,39,273,249,6,2,2,0
1991,Pittsburgh Penguins,Prince of Wales,Patrick,88,80,41,33,0,6,37,41,342,305,7,3,1,0
1991,New York Rangers,Prince of Wales,Patrick,85,80,36,31,0,13,35,36,297,265,8,4,2,0
1991,Washington Capitals,Prince of Wales,Patrick,81,80,37,36,0,7,33,37,258,258,9,5,3,0
1991,Buffalo Sabres,Prince of Wales,Adams,81,80,31,30,0,19,28,31,292,278,10,6,3,0
1991,Edmonton Oilers,Clarence Campbell,Smythe,80,80,37,37,0,6,33,37,272,272,11,5,3,0
1991,New Jersey Devils,Prince of Wales,Patrick,79,80,32,33,0,15,31,32,272,264,12,7,4,0
1991,Detroit Red Wings,Clarence Campbell,Norris,76,80,34,38,0,8,32,34,273,298,13,6,3,0
1991,Philadelphia Flyers,Prince of Wales,Patrick,76,80,33,37,0,10,32,33,252,267,14,8,5,0
1991,Hartford Whalers,Prince of Wales,Adams,73,80,31,38,0,11,29,31,238,276,15,9,4,0
1991,Minnesota North Stars,Clarence Campbell,Norris,68,80,27,39,0,14,27,27,256,266,16,7,4,0
1991,Vancouver Canucks,Clarence Campbell,Smythe,65,80,28,43,0,9,25,28,243,315,17,8,4,0
1991,Winnipeg Jets,Clarence Campbell,Smythe,63,80,26,43,0,11,25,26,260,288,18,9,5,0
1991,New York Islanders,Prince of Wales,Patrick,60,80,25,45,0,10,23,25,223,290,19,10,6,0
1991,Toronto Maple Leafs,Clarence Campbell,Norris,57,80,23,46,0,11,19,23,241,318,20,10,5,0
1991,Quebec Nordiques,Prince of Wales,Adams,46,80,16,50,0,14,15,16,236,354,21,11,5,0
1992,New York Rangers,Prince of Wales,Patrick,105,80,50,25,0,5,45,50,321,246,1,1,1,0
1992,Washington Capitals,Prince of Wales,Patrick,98,80,45,27,0,8,43,45,330,275,2,2,2,0
1992,Detroit Red Wings,Clarence Campbell,Norris,98,80,43,25,0,12,40,43,320,256,3,1,1,0
1992,Vancouver Canucks,Clarence Campbell,Smythe,96,80,42,26,0,12,38,42,285,250,4,2,1,0
1992,Montreal Canadiens,Prince of Wales,Adams,93,80,41,28,0,11,35,41,267,207,5,3,1,0
1992,Pittsburgh Penguins,Prince of Wales,Patrick,87,80,39,32,0,9,37,39,343,308,6,4,3,0
1992,New Jersey Devils,Prince of Wales,Patrick,87,80,38,31,0,11,36,38,289,259,7,5,4,0
